"","Entidad","distrito","Clave Federal","Porcentaje Población Estatal","Porcentaje Población 60+","Densidad de Población (km²)","Estimador Viviendas Particulares","Población Autoadscrita Indígena","Población Aut. Afrodescendiente","Índice Étnico","Aprox. Distancia Mínima","ANP Cercana"
"106",14,5,1405,0.04699515477,0.09701656499,30.02752534,105297,0.1890422032,0.0023598404,0.31042682146832,0.410301894621729,156
"107",14,6,1406,0.0544107393,0.07809897316,538.3176747,114248,0.09329425573,0.01440107955,0.194881176074508,0.134982361293474,58
"108",14,7,1407,0.04951362872,0.0672277345,6866.692532,93610,0.09831731141,0.00919093984,0.193707711315133,0.195788987884695,58
"109",14,8,1408,0.04479064556,0.1732963358,6992.751471,108232,0.08235076485,0.0163927428,0.180686364509088,0.125237738782586,58
"110",14,9,1409,0.04663071093,0.1139361964,10300.43555,88885,0.07959323146,0.0113064159,0.167073631295079,0.165625493917511,58
"111",14,10,1410,0.04576925185,0.1096832771,1216.682147,101150,0.1049430166,0.00903211791,0.20386532184638,0.0251449202205423,58
"112",14,11,1411,0.04581794634,0.1285270731,14504.44502,92533,0.05972723782,0.02752661128,0.162569406751067,0.163946116840677,58
"113",14,12,1412,0.06998762242,0.04787074189,780.5020625,145225,0.0891937032,0.00781180276,0.176584402780554,0.133145460892324,58
"114",14,13,1413,0.05366158349,0.08492847403,5136.959431,113381,0.08217765805,0.0165856625,0.180744195930791,0.100283479735125,58
"115",14,14,1414,0.04884847728,0.1409600008,9677.268514,103825,0.04816966243,0.00700402914,0.104933874095724,0.123454833214813,58
"116",14,15,1415,0.05128383917,0.1064792835,126.1470998,101382,0.1527268569,0.00031816024,0.259341662964126,0.426654138839071,60
"117",14,16,1416,0.05071531187,0.09386381402,6578.020705,97922,0.07642772582,0.00896562298,0.157573093911285,0.160531640841927,58
"118",14,17,1417,0.04336410094,0.1252792606,85.45833803,89049,0.1296974578,0.00120523011,0.227846978978536,0.273977529630353,58
"119",14,18,1418,0.04669827135,0.1369165256,26.57067064,101416,0.2159633128,0.00107277393,0.340326207197473,0.216873207055927,141
"120",14,19,1419,0.04754252164,0.1268731751,34.95801749,99005,0.1949657205,0.00042095328,0.31458558589744,0.219432743979501,104
"121",14,20,1420,0.05645667274,0.06790127638,317.153504,110204,0.07887232356,0.00703104362,0.158157066868998,0.318781417729731,58
"122",15,1,1501,0.02553916551,0.09889990276,132.6911967,102956,0.4594478228,0.01633939499,0.513841681263352,0.244654469876137,99
"123",15,2,1502,0.02339499449,0.07724136474,3370.392781,101670,0.1416285327,0.03369605687,0.29871640190877,0.126592911635829,41
"124",15,3,1503,0.02669115783,0.0841561243,338.9448489,102592,0.5647239079,0.01244022904,0.50214198145789,0.240830035234687,85
"125",15,4,1504,0.02618150872,0.07729533571,1386.410362,108602,0.1685589973,0.0257965721,0.32185945274031,0.120479434376867,68
"126",15,5,1505,0.02382952441,0.09024402257,358.6587974,99452,0.1301151285,0.02568808766,0.269741965642001,0.126229969906587,76
"127",15,6,1506,0.02321504202,0.100378929,8281.373302,105420,0.07464422187,0.01291392138,0.161711328826626,0.0746667998882905,41
"128",15,7,1507,0.02348734909,0.1078868187,4167.95486,107246,0.08571714132,0.03083607747,0.211223492779882,0.118808522736142,68
"129",15,8,1508,0.02271972487,0.09353468669,6434.369082,95870,0.1065534099,0.02105074257,0.227128722288347,0.0664436172965732,41
"130",15,9,1509,0.02584322526,0.06850408758,234.3343008,89663,0.6456781565,0.00355452503,0.460049371863938,0.0542460293076982,116
"131",15,10,1510,0.02453475523,0.08647921865,9878.784209,101104,0.1297163101,0.01056503818,0.243945898747041,0.0895862168536881,41
"132",15,11,1511,0.0238711612,0.09696519563,7334.69406,97919,0.1390259745,0.03708946553,0.300510381804064,0.0563430108232272,41
"133",15,12,1512,0.02252550222,0.06589895621,5956.285139,94820,0.152426817,0.02612756901,0.301310518853468,0.114785193437242,22
"134",15,13,1513,0.02303558376,0.133159556,18489.89115,97455,0.06971206063,0.01485420673,0.156900662289939,0.051211933800552,41
"135",15,14,1514,0.02469049164,0.131197458,8474.362553,114028,0.07541533227,0.01292784227,0.163027231145042,0.0705370913836758,68
"136",15,15,1515,0.023789988,0.101030114,5083.758898,104894,0.05237300151,0.00747072861,0.113307445132194,0.0512865127869133,68
"137",15,16,1516,0.0223025539,0.09784640953,9385.330599,94612,0.1572771969,0.02997853334,0.313811922846346,0.0177948006622871,41
"138",15,17,1517,0.01955347572,0.122581542,15505.52783,87069,0.07487267948,0.0159419191,0.167521842927648,0.0373988203119202,41
"139",15,18,1518,0.0267434818,0.08991644973,952.4478005,108887,0.2610501417,0.01577915193,0.408627971331095,0.0984240217538632,48
"140",15,19,1519,0.02385516131,0.1531419782,10177.32874,111687,0.07451095148,0.01331579302,0.162210759716325,0.0435241505936843,41
"141",15,20,1520,0.02163377072,0.1369792604,18991.37483,96368,0.08593970857,0.01454030423,0.183266738671514,0.0451018241231104,41
"142",15,21,1521,0.02264398792,0.08950708221,322.7797608,91292,0.1324777931,0.02217420721,0.267344698290077,0.0139085586617365,88
"143",15,22,1522,0.0251312609,0.1535833241,3508.095997,116682,0.1036097489,0.02052038396,0.221695909611172,0.0194330058062141,68
"144",15,23,1523,0.02524709024,0.08457265898,401.8257862,93569,0.2640216301,0.00924172356,0.402061016251469,0.063950275827254,27
"145",15,24,1524,0.02702388148,0.1042857273,15681.19853,114746,0.106011631,0.01481991167,0.215604727946801,0.0107106730830045,68
"146",15,25,1525,0.02478729408,0.06757682923,16810.33547,98218,0.1846393867,0.05569387435,0.385712934972007,0.0898374675098445,22
"147",15,26,1526,0.02838183381,0.07706003474,1941.450285,111181,0.3050731988,0.01077847961,0.438755241816818,0.119580315064784,27
"148",15,27,1527,0.02541660263,0.0963362289,1741.584821,103714,0.07584934643,0.01497688572,0.167425629393706,0.0592579105854386,27
"149",15,28,1528,0.02703246829,0.06720430722,565.8369087,111144,0.0937770658,0.01009847095,0.188064829179314,0.17981939925882,99
"150",15,29,1529,0.02123741815,0.1348292382,19355.38045,93772,0.1231241801,0.02019878819,0.250536908570902,0.0553597401344332,22
"151",15,30,1530,0.02473015161,0.06367624063,7252.485915,101584,0.122134182,0.02039857914,0.249417073838068,0.0735992591608944,76
"152",15,31,1531,0.02019396566,0.1173047979,19736.66112,85621,0.111581195,0.00974327913,0.215384025671246,0.0626090207338824,22
"153",15,32,1532,0.02447285603,0.07267320784,8525.437171,99446,0.1405175221,0.03429196001,0.298139496645982,0.0910480489400785,22
"154",15,33,1533,0.02292315208,0.07000277575,1419.12943,95424,0.1486885259,0.0343734757,0.309322493204188,0.0804142935126109,88
"155",15,34,1534,0.02574092479,0.09817511592,2197.3072,107987,0.1042468633,0.01354743643,0.210662160869405,0.0705693857774989,113
"156",15,35,1535,0.02545718923,0.08867458887,264.5549474,99356,0.1281731462,0.00957555491,0.240002650903867,0.0451214557147633,35
"157",15,36,1536,0.02449299489,0.1105141961,68.95151091,99096,0.1238968632,0.00647694857,0.228357909170983,0.225455335769339,144
"158",15,37,1537,0.02446167463,0.07690112532,1177.504253,101729,0.1268435461,0.0252995131,0.264409257386946,0.164880875416638,68
"159",15,38,1538,0.02258381844,0.09293228805,633.8078626,91416,0.164930603,0.01550695064,0.300874827192317,0.013032775844573,76
"160",15,39,1539,0.02433732025,0.0745196884,8902.760439,100183,0.1950792333,0.015011562,0.337762194071618,0.0836071872792032,22
"161",15,40,1540,0.02871968484,0.06528243526,465.3462898,107254,0.2982062925,0.01919110008,0.444758389134541,0.13242321256559,113
"162",15,41,1541,0.02754681235,0.06091940877,2973.672376,122478,0.09335369587,0.01397120989,0.194221068885228,0.146922958338896,41
"163",16,1,1601,0.07939912806,0.09155144326,33.62213698,95631,0.1932896157,0.00221426746,0.315420219471523,0.12698086567715,110
"164",16,2,1602,0.08776934133,0.1312553433,97.39968353,106616,0.2108078017,0.00031811042,0.333237643019672,0.353386924290236,49
"165",16,3,1603,0.08230567932,0.1158965144,44.73913883,95583,0.2419937031,0.00092227452,0.368261980126579,0.392745355581717,49
"166",16,4,1604,0.08327634748,0.1213296733,96.06636633,100272,0.2777189885,0.00043218834,0.401806253142299,0.245052945420927,60
"167",16,5,1605,0.08510425739,0.1168987948,207.5693982,103513,0.1672450648,0.00036395512,0.279154212118171,0.178863180542815,60
"168",16,6,1606,0.08488809287,0.105314685,93.66586467,95540,0.207268345,0.00034689478,0.329166104596066,0.200276896055504,21
"169",16,7,1607,0.0872922961,0.1227644938,114.4103055,100804,0.5994042815,0.00064469538,0.480753270792601,0.175238506467826,60
"170",16,8,1608,0.09039908858,0.09364141765,562.9164297,110642,0.2064440005,0.00061288704,0.32862171942928,0.22579229930805,49
"171",16,9,1609,0.07304397825,0.1013175341,329.8322052,86678,0.3557819798,0.00105713296,0.459762138444153,0,6
"172",16,10,1610,0.08124187065,0.1275228151,758.8352812,105360,0.145012364,0.00051013422,0.248839353002019,0.115147185498572,49
"173",16,11,1611,0.08749450046,0.1078216775,60.94433525,99254,0.4019660148,0.00121161958,0.482224918819547,0.400012135104037,49
"174",16,12,1612,0.07778541952,0.09898907755,27.46829351,91991,0.3114314157,0.00131237644,0.430687655741066,0.44517557252488,146
"175",17,1,1701,0.1931362935,0.1448891065,2006.482182,107606,0.2038754946,0.00438134867,0.331558360256652,0.0771598705034292,63
"176",17,2,1702,0.2027932395,0.09883443846,1782.043576,106539,0.2548616867,0.00623186904,0.389023951091743,0.130277074001647,42
"177",17,3,1703,0.2063145974,0.1149792252,318.7090794,106433,0.2718364292,0.00242117805,0.399397073022148,0.149191626202192,90
"178",17,4,1704,0.1998438921,0.1237564559,220.6968845,103923,0.2853324222,0.00507799666,0.415042249128961,0.127056921709035,90
"179",17,5,1705,0.1979119776,0.1099613309,241.0184693,99483,0.3889624642,0.00277345025,0.478715311647197,0.111065600796051,42
"180",18,1,1801,0.3073900343,0.1331412532,23.30149103,100564,0.3354616395,0.00028371295,0.446231171139159,0.26550593460206,73
"181",18,2,1802,0.35030185,0.09987817966,254.6582345,117882,0.160764181,0.00021270219,0.270195042323611,0.497864232955052,15
"182",18,3,1803,0.3423081157,0.09575965351,36.15455542,114107,0.1823178318,0.00136538019,0.30038524555772,0.600936164153147,15
"183",19,1,1901,0.08235954108,0.1029741011,403.9404029,113343,0.04860307371,0.00876340006,0.109002979272525,0.135756960964753,124
"184",19,2,1902,0.09419740662,0.04820588748,2368.074274,128519,0.06800291968,0.01380006802,0.152099407640993,0.122462710797214,23
"185",19,3,1903,0.08263339574,0.05004231258,2696.628564,109255,0.1804454404,0.07448905782,0.406768221361256,0.162628069267516,23
"186",19,4,1904,0.08412826711,0.1499947759,7198.965813,120914,0.02118204298,0.00464597917,0.0505186935045645,0.0854384595218017,23
"187",19,5,1905,0.06466251418,0.08903757854,8915.881917,77596,0.0446381102,0.00804434509,0.100532197114463,0.132660393829652,23
"188",19,6,1906,0.07897952614,0.1701159432,4511.26643,117959,0.04611758537,0.00735774208,0.10191007620524,0.112277502831057,23
"189",19,7,1907,0.1065882554,0.04939900564,24.15192625,150912,0.1151317899,0.01303330346,0.226478699519364,0.524735427078469,40
"190",19,8,1908,0.08661210148,0.07555969518,5321.622426,116780,0.08038140687,0.0137908171,0.172824682965858,0.0653115311714969,23
"191",19,9,1909,0.07592551935,0.1428553052,10.28501185,110803,0.02750957677,0.0004424995,0.0543658613523239,0.402167437794265,14
"192",19,10,1910,0.07251991599,0.1616172771,2050.794724,107008,0.04054236046,0.00757947132,0.0922268214889782,0.0258621510209982,23
"193",19,11,1911,0.07486076776,0.1442713633,5776.970681,106156,0.05986170907,0.01714807567,0.144211581822333,0.0294280830015621,23
"194",19,12,1912,0.09653278911,0.04548765682,259.3263208,134297,0.06668959935,0.00800283286,0.139294356995306,0.152443691894075,23
"195",20,1,2001,0.09893925964,0.1096031382,72.03033537,107847,0.586489378,0.0239569005,0.503704174477107,0.630525044762185,142
"196",20,2,2002,0.09874671393,0.1280881842,49.32878734,102869,0.8196806664,0.02582334565,0.303587749656846,0.301254392493402,142
"197",20,4,2004,0.1057983225,0.1291722646,46.85674999,111745,0.7752146281,0.02990261937,0.360168826500922,0.149934101066817,107
"198",20,6,2006,0.09780313915,0.1335757282,34.16459651,97772,0.8128800841,0.04731596199,0.317442023085668,0.307420691461026,121
"199",20,8,2008,0.09745585121,0.116148686,1848.226746,102705,0.4124786007,0.04297713437,0.531485913417759,0.0260767832392608,7
"200",20,9,2009,0.09858012661,0.09948230241,42.94893371,98272,0.6714294845,0.1964540911,0.493133487837896,0.193442408012924,61
"201",20,10,2010,0.1074291645,0.1041084578,44.64055475,106417,0.5917793308,0.04908660534,0.518410452989501,0.339613037911042,159
"202",21,1,2101,0.06530550182,0.112105386,139.829919,102555,0.5139402575,0.0003574425,0.499958559730403,0.17826337145495,112
"203",21,2,2102,0.0653127965,0.1136565014,112.5504692,101178,0.5819928668,0.00033506492,0.486834234104124,0.222904130589509,112
"204",21,3,2103,0.06667106509,0.09967759661,228.1093985,104515,0.6044601567,0.00065404609,0.478692698347746,0.337252358444447,28
"205",21,4,2104,0.06568028604,0.08803871917,95.27396807,92171,0.5545197866,0.00022212679,0.494252993237181,0.227001047071556,9
"206",21,6,2106,0.06796189845,0.08742537251,2734.611902,103322,0.3221164511,0.00224687477,0.439751028055061,0.0777317498765293,70
