"","ï..CVE_FED","CVE_ENT","distrito","MI","Indigena","Complejidad","IND_002","IND_002_LI","IND_002_LS","IND_002_EE","IND_002_CV","IND_824","IND_824_LI","IND_824_LS","IND_824_EE","IND_824_CV","IND_047","IND_047_LI","IND_047_LS","IND_047_EE","IND_047_CV","IND_055","IND_055_LI","IND_055_LS","IND_055_EE","IND_055_CV","IND_141","IND_141_LI","IND_141_LS","IND_141_EE","IND_141_CV","IND_128","IND_128_LI","IND_128_LS","IND_128_EE","IND_128_CV","Ethnic","ANP_Cercana","dist_min","c_ANPCercana","c_distmin"
"115",1410,14,10,"","NO","Concentrados 1",4.576925185,3.92355109,5.333063645,0.427076384,9.331076365,10.96832771,9.874274325,12.16723545,0.696307948,6.348351055,1216.682147,1026.924533,1406.439761,115.3574052,9.481309931,101150,85347.95411,116952.0459,9606.376133,9.497158807,10.49430166,8.343576519,13.12006162,1.445164456,13.77094448,0.903211791,0.595371036,1.368033202,0.228462193,25.29442104,88.60248655,58,0,58,5523.45385359948
"116",1411,14,11,"","NO","Altamente concentrado 1",4.581794634,3.816944608,5.491157567,0.506630604,11.0574708,12.85270731,11.56757661,14.25759401,0.817015662,6.356759259,14504.44502,11804.30404,17204.586,1641.469088,11.31700721,92533,75127.50857,109938.4914,10581.14238,11.43499333,5.972723782,4.697331593,7.566908306,0.866086203,14.50069071,2.752661128,1.347800665,5.539630452,1.185410273,43.06415565,91.27461509,58,12885.5955,58,28639.3323456558
"117",1412,14,12,"","NO","Concentrados 2",6.998762242,6.422229553,7.62283504,0.364621511,5.209799943,4.787074189,4.394999394,5.212218831,0.24816091,5.183978787,780.5020625,710.5593923,850.4447326,42.51953208,5.447715531,145225,132219.7082,158230.2918,7906.174024,5.44408609,8.91937032,7.927802149,10.02145988,0.635489993,7.124830229,0.781180276,0.611443287,0.997563412,0.116238086,14.87980295,90.2994494,58,0,58,23509.8072571489
"118",1413,14,13,"","NO","Altamente concentrado 2",5.366158349,4.643039422,6.194581631,0.470341861,8.764964244,8.492847403,7.628653662,9.444929222,0.551407302,6.492608142,5136.959431,4379.163918,5894.754944,460.6788753,8.967929014,113381,96275.99077,130486.0092,10398.47331,9.17126618,8.217765805,6.819140725,9.872858759,0.924782798,11.25345769,1.65856625,1.129613946,2.429120068,0.386152023,23.28227905,90.12366795,58,2371.213439,58,18036.9901494045
"119",1414,14,14,"","NO","Altamente concentrado 2",4.884847728,4.157981779,5.731180453,0.476559019,9.755862316,14.09600008,13.13408018,15.11611014,0.602274051,4.272659249,9677.268514,8094.195937,11260.34109,962.3811194,9.944759909,103825,86461.2583,121188.7417,10555.76189,10.16687878,4.816966243,3.47724033,6.637372728,0.947345033,19.66683978,0.700402914,0.371731004,1.315837252,0.269238857,38.44056774,94.48263084,58,5804.940822,58,21895.9352059002
"120",1415,14,15,"","NO","Concentracion Media",5.128383917,4.919053944,5.346121038,0.129781778,2.530656441,10.64792835,10.2925953,11.0140225,0.219262392,2.059202358,126.1470998,121.3508136,130.9433859,2.915757186,2.311394547,101382,97724.22852,105039.7715,2223.631604,2.193319923,15.27268569,14.23532494,16.37121137,0.649059354,4.249804958,0.031816024,0.022051055,0.045903273,0.007090445,22.28576875,84.69549829,58,43070.3205,60,72390.5885543677
"121",1416,14,16,"","NO","Altamente concentrado 2",5.071531187,4.577984127,5.615155878,0.314826892,6.207728601,9.386381402,8.629450564,10.20229285,0.477748283,5.089802585,6578.020705,5899.830983,7256.210427,412.2849411,6.267613916,97922,87772.27974,108071.7203,6170.215622,6.301153594,7.642772582,6.453563534,9.029966007,0.780644395,10.21415183,0.896562298,0.623757788,1.287134274,0.197454804,22.02354529,91.46066512,58,12844.92684,58,28070.6873035157
"122",1417,14,17,"","NO","Concentracion Media",4.336410094,4.183306908,4.494853784,0.094681046,2.183396967,12.52792606,12.20072836,12.86261302,0.201175914,1.605819772,85.45833803,82.84480959,88.07186648,1.588815614,1.859169802,89049,86544.08011,91553.91989,1522.790327,1.710058874,12.96974578,12.12762172,13.86112163,0.526747605,4.061356437,0.120523011,0.083789997,0.173331614,0.026629825,22.09522052,86.90973121,175,0,58,46963.9061266462
"123",1418,14,18,"","NO","Dispersos 2",4.669827135,4.489964579,4.856528401,0.111397643,2.385476799,13.69165256,13.36806597,14.02180411,0.198702801,1.451269668,26.57067064,25.6433536,27.49798769,0.563734365,2.121641463,101416,98165.71145,104666.2885,1975.914672,1.948326371,21.59633128,20.62769119,22.59750712,0.598750442,2.772463686,0.107277393,0.068224333,0.168647528,0.029511667,27.50967937,78.29639133,15,0,141,37453.7821929587
"124",1419,14,19,"","NO","Dispersos 1",4.754252164,4.569760532,4.945806121,0.114278868,2.403719122,12.68731751,12.32315363,13.0606398,0.224152333,1.766743309,34.95801749,33.72384297,36.19219201,0.750279094,2.146228956,99005,95608.28453,102401.7155,2064.930493,2.085683039,19.49657205,18.29279422,20.75943934,0.749716393,3.845375437,0.042095328,0.023910676,0.074099601,0.014472893,34.381233,80.46133262,104,0,104,37880.0461298842
"125",1420,14,20,"","NO","Concentrados 2",5.645667274,5.164356128,6.168918063,0.305039663,5.403075456,6.790127638,6.431711835,7.166986771,0.223416221,3.290309585,317.153504,288.4677843,345.8392237,17.43861618,5.498478168,110204,99967.50751,120440.4925,6222.96618,5.64676979,7.887232356,7.068987588,8.791230252,0.522804444,6.628490461,0.703104362,0.47249926,1.045075388,0.169680681,24.13307186,91.40966328,58,15431.22051,58,54425.5221537135
"126",1501,15,1,"","NO","Dispersos 1",2.553916551,2.399805429,2.717648837,0.096555247,3.780673521,9.889990276,9.619482019,10.16724973,0.166486123,1.683380052,132.6911967,124.646396,140.7359973,4.890561182,3.685671171,102956,96763.65858,109148.3414,3764.422006,3.656340579,45.94478228,43.62937266,48.27783287,1.413948318,3.077494871,1.633939499,1.350669556,1.975428744,0.188837042,11.55716246,52.42127822,115,0,99,42080.4591333987
"127",1502,15,2,"","NO","Concentrados 1",2.339499449,2.12342478,2.576982465,0.137667882,5.884501587,7.724136474,7.107634913,8.389282763,0.389267379,5.039623267,3370.392781,3043.39854,3697.387022,198.7849561,5.897975964,101670,91419.01712,111920.9829,6231.734153,6.129373614,14.16285327,12.71507863,15.74573796,0.920550321,6.499751874,3.369605687,2.461500854,4.596942107,0.640098942,18.99625658,82.46754104,41,13100.12518,41,22418.5491403987
"128",1503,15,3,"","NO","Concentracion Media",2.669115783,2.521641175,2.824965282,0.092153607,3.452589354,8.41561243,8.135802662,8.704133715,0.172727676,2.05246709,338.9448489,320.3601828,357.529515,11.29791163,3.333259574,102592,96907.39423,108276.6058,3455.761493,3.368451237,56.47239079,54.04270273,58.87138346,1.468837769,2.600983858,1.244022904,0.886420822,1.743352167,0.255818395,20.56380104,42.28358631,85,3889.592816,85,41443.5397939026
"129",1504,15,4,"","NO","Concentrados 1",2.618150872,2.247052378,3.048624572,0.24280266,9.273822333,7.729533571,6.975196983,8.557943419,0.480525806,6.216750361,1386.410362,1170.927022,1601.893703,130.9957208,9.448553212,108602,91684.81917,125519.1808,10284.22101,9.469642373,16.85589973,13.73455312,20.51789134,2.058710621,12.21359082,2.57965721,1.543647235,4.280748104,0.800678807,31.03818614,80.56444306,68,10868.53963,68,21400.4138438503
"130",1505,15,5,"","NO","Concentrados 2",2.382952441,2.258960872,2.513574733,0.07735869,3.246337966,9.024402257,8.727442751,9.330433167,0.183262798,2.030747224,358.6587974,340.4214182,376.8961767,11.08679044,3.091180398,99452,94266.23372,104637.7663,3152.509104,3.169880046,13.01151285,11.98319486,14.11392397,0.647345837,4.975177327,2.568808766,2.116914425,3.114099283,0.301425336,11.73405119,84.41967838,76,3533.860128,76,22358.1050151523
"131",1506,15,6,"","NO","Altamente concentrado 2",2.321504202,2.003616844,2.688442901,0.207481164,8.937358947,10.0378929,8.826648301,11.39457865,0.779345149,7.76403132,8281.373302,7050.012564,9512.73404,748.5636116,9.03912412,105420,90266.32685,120573.6732,9212.156887,8.738528635,7.464422187,6.216539066,8.938924547,0.824394427,11.04431671,1.291392138,0.983305729,1.694355479,0.213623845,16.54213609,91.24418568,41,7623.690348,41,13770.8017221541
"132",1507,15,7,"","NO","Altamente concentrado 2",2.348734909,1.987563281,2.773679827,0.237949612,10.13096927,10.78868187,9.473978233,12.26111647,0.845929853,7.840900896,4167.95486,3464.025606,4871.884114,427.9296947,10.26713842,107246,89505.59717,124986.4028,10784.67065,10.05601202,8.571714132,7.03752035,10.40293794,1.018841959,11.88609354,3.083607747,1.911930456,4.937175748,0.890224011,28.86956071,88.34467812,68,13601.12904,68,21122.1410954989
"133",1508,15,8,"","NO","Altamente concentrado 2",2.271972487,2.101005575,2.456502546,0.10795633,4.751656566,9.353468669,8.694621476,10.05674199,0.41380897,4.424123121,6434.369082,5935.867359,6932.870806,303.0470591,4.709817781,95870,88963.67088,102776.3291,4198.466383,4.379332829,10.65534099,8.223932098,13.69830333,1.654387272,15.52636629,2.105074257,1.564954442,2.826255773,0.378331498,17.9723588,87.23958475,41,5374.777157,41,12401.317205905
"134",1509,15,9,"","NO","Dispersos 1",2.584322526,2.379718777,2.806012071,0.12944417,5.00882411,6.850408758,6.62441387,7.083528686,0.139533001,2.036856569,234.3343008,215.0701985,253.598403,11.71095156,4.997540487,89663,82382.93121,96943.06879,4425.668623,4.935891753,64.56781565,60.91840561,68.05514687,2.172557105,3.364767854,0.355452503,0.255183932,0.494923779,0.071574162,20.13606914,35.07673185,115,0,116,10369.9372991549
"135",1510,15,10,"","NO","Altamente concentrado 2",2.453475523,1.926246378,3.120420108,0.359832968,14.66625464,8.647921865,7.867696768,9.497544339,0.494944466,5.723276335,9878.784209,7458.012677,12299.55574,1471.62519,14.89682494,101104,75954.24602,126253.754,15288.93206,15.12198534,12.97163101,9.286894495,17.83097667,2.577846526,19.87295602,1.056503818,0.575822098,1.930654648,0.388766239,36.7974287,85.97186517,41,11530.28789,41,16255.473599215
"136",1511,15,11,"","NO","Altamente concentrado 2",2.38711612,1.96882873,2.891649394,0.27894653,11.68550318,9.696519563,8.441375063,11.11563361,0.811373369,8.367676293,7334.69406,5910.029018,8759.359102,866.0763461,11.80794099,97919,78342.50872,117495.4913,11900.85778,12.15377789,13.90259745,11.84026931,16.25789595,1.340646217,9.643134831,3.708946553,2.534900714,5.396646621,0.852618002,22.98814474,82.388456,41,5386.473038,41,10719.1675010077
"137",1512,15,12,"","NO","Altamente concentrado 2",2.252550222,1.99661513,2.540441804,0.164938012,7.322279011,6.589895621,6.071474722,7.149213337,0.327323975,4.967058573,5956.285139,5231.833817,6680.736461,440.4053833,7.393960717,94820,82999.85201,106640.148,7185.654371,7.578205411,15.2426817,13.44033473,17.23858904,1.153580623,7.568094945,2.612756901,1.969936063,3.457940975,0.447010827,17.10877987,82.1445614,55,7242.226623,22,20452.0979440596
"138",1513,15,13,"","NO","Altamente concentrado 1",2.303558376,1.889087621,2.806363966,0.277171841,12.03233415,13.3159556,12.17132076,14.55040259,0.722748397,5.427687041,18489.89115,14798.01604,22181.76627,2244.349106,12.13824942,97455,78156.55218,116753.4478,11731.83077,12.03820304,6.971206063,4.709453565,10.20287972,1.641006699,23.53978184,1.485420673,0.980100819,2.245365255,0.374444009,25.20794384,91.54337326,41,5761.806751,41,9864.64062459938
"139",1514,15,14,"","NO","Altamente concentrado 2",2.469049164,2.035892252,2.991550376,0.288874673,11.69983479,13.1197458,12.07467865,14.24061417,0.658040926,5.015653015,8474.362553,6825.073071,10123.65204,1002.629086,11.83132158,114028,91069.8962,136986.1038,13956.59335,12.23961953,7.541533227,6.00087409,9.438024713,1.038718629,13.7733084,1.292784227,0.912636121,1.828356866,0.273108477,21.12560401,91.16568255,68,3993.077266,68,13083.0422335847
"140",1515,15,15,"","NO","Altamente concentrado 2",2.3789988,2.064367403,2.740241614,0.204818681,8.609448686,10.1030114,9.206180284,11.07655005,0.568057972,5.622659908,5083.758898,4358.43712,5809.080676,440.9345472,8.673396123,104894,89880.20471,119907.7953,9127.122928,8.701282178,5.237300151,4.070746677,6.714752828,0.797159865,15.22081687,0.747072861,0.422517064,1.317636768,0.258377094,34.58526034,94.01562699,68,3896.670111,68,9877.06096987571
"141",1516,15,16,"","NO","Altamente concentrado 2",2.23025539,1.945413455,2.555716049,0.184984193,8.294305387,9.784640953,9.133160372,10.47723427,0.408356559,4.173444492,9385.330599,8104.652098,10666.0091,778.5446572,8.295335459,94612,81818.95226,107405.0477,7777.095467,8.219988444,15.72771969,12.86728659,19.08475707,1.886361734,11.9938667,2.997853334,1.255604865,6.986557761,1.569956126,52.36934403,81.27442698,41,2909.461085,41,7564.21194836795
"142",1517,15,17,"","NO","Altamente concentrado 1",1.955347572,1.633192283,2.339538207,0.213639604,10.92591452,12.2581542,11.48741529,13.07296754,0.481786584,3.93033548,15505.52783,12712.46237,18298.5933,1697.948543,10.95060137,87069,71382.98218,102755.0178,9535.777604,10.95197786,7.487267948,5.961400242,9.364800032,1.028528749,13.73703674,1.59419191,1.097415583,2.31059443,0.360916731,22.63947829,90.91854014,48,0,48,17727.3169923815
"143",1518,15,18,"","NO","Concentrados 2",2.67434818,2.385279704,2.997372742,0.185690753,6.943402288,8.991644973,8.421828723,9.595974868,0.356735402,3.967409783,952.4478005,842.3264041,1062.569197,66.94453355,7.028682675,108887,94855.0079,122918.9921,8530.269283,7.834056667,26.10501417,23.2508449,29.17635643,1.802225408,6.903751886,1.577915193,1.103725197,2.25119253,0.341973025,21.67245914,72.31707064,41,0,41,4299.36879707292
"144",1519,15,19,"","NO","Altamente concentrado 1",2.385516131,2.106959676,2.699884219,0.179808001,7.537488371,15.31419782,14.29779535,16.38903704,0.635496919,4.149723848,10177.32874,8912.223419,11442.43407,769.0774776,7.556771496,111687,98344.9019,125029.0981,8110.871843,7.262144961,7.451095148,6.103881508,9.066944931,0.896646354,12.03375258,1.331579302,0.786941478,2.244629899,0.424491335,31.87878746,91.21732555,41,3584.678344,41,8584.32124111761
"145",1520,15,20,"","NO","Altamente concentrado 1",2.163377072,1.875817995,2.493897988,0.187292599,8.65741813,13.69792604,12.87616296,14.56336783,0.51271288,3.742996412,18991.37483,16295.2428,21687.50686,1639.02118,8.630345065,96368,82731.72482,110004.2752,8289.706726,8.602136317,8.593970857,6.904640241,10.64934261,1.132636093,13.17942674,1.454030423,1.08827656,1.940297474,0.255615894,17.57981747,89.95199872,41,4121.207019,41,8847.06616331128
"146",1521,15,21,"","NO","Concentrados 2",2.264398792,2.086350961,2.457259785,0.112626566,4.973795551,8.950708221,8.27683228,9.67366282,0.424312689,4.740548772,322.7797608,296.532292,349.0272296,15.95625022,4.94338622,91292,82649.81111,99934.18889,5253.722918,5.754855757,13.24777931,12.18918768,14.38324737,0.666588192,5.031697587,2.217420721,1.886464405,2.604897596,0.217514118,9.80933011,84.53479997,30,0,88,3652.15609240649
"147",1522,15,22,"","NO","Concentrados 1",2.51312609,2.177336921,2.899165943,0.218734614,8.703686411,15.35833241,13.93153724,16.90255574,0.902633783,5.877160093,3508.095997,3003.21304,4012.978953,306.9263113,8.749085304,116682,100067.9398,133296.0602,10099.94919,8.655961666,10.36097489,8.721042698,12.26783925,1.075208207,10.37748106,2.052038396,1.54009387,2.729441528,0.357033934,17.39898895,87.58698671,68,0,68,4572.19462260031
"148",1523,15,23,"","NO","Concentrados 2",2.524709024,2.384546545,2.672884596,0.087599956,3.469705024,8.457265898,8.187458927,8.735118095,0.166446745,1.96809166,401.8257862,379.7381873,423.9133851,13.42739969,3.341597318,93569,88537.27203,98600.72797,3058.866785,3.269102786,26.40216301,24.37128842,28.53841136,1.26703331,4.798975407,0.924172356,0.627695682,1.358767772,0.216990413,23.47943126,72.67366463,30,0,27,11986.0774252154
"149",1524,15,24,"","NO","Altamente concentrado 1",2.702388148,2.239084649,3.258361597,0.308207701,11.4050123,10.42857273,9.596006581,11.32432537,0.525007615,5.034318967,15681.19853,12690.6604,18671.73667,1817.995293,11.59347157,114746,92453.67361,137038.3264,13551.85676,11.81030865,10.6011631,8.618195565,12.97560698,1.319516759,12.44690556,1.481991167,0.952712749,2.298486094,0.396911118,26.78228635,87.91684573,68,0,68,3119.5819052273
"150",1525,15,25,"","NO","Altamente concentrado 1",2.478729408,2.120698465,2.895417543,0.234629223,9.465705397,6.757682923,6.098724023,7.482168171,0.419985618,6.214935255,16810.33547,14167.08465,19453.58629,1606.87386,9.558844695,98218,83278.34954,113157.6505,9082.049114,9.246827582,18.46393867,16.21904402,20.94188441,1.434981675,7.771806984,5.569387435,4.279340379,7.219001631,0.885787814,15.9045824,75.9666739,22,11694.84558,22,16297.3167517251
"151",1526,15,26,"","NO","Concentrados 2",2.838183381,2.441121616,3.297646358,0.259482429,9.142553338,7.706003474,6.800998526,8.720169011,0.582338494,7.556945645,1941.450285,1645.147883,2237.752686,180.1269027,9.277955973,111181,93984.64072,128377.3593,10453.938,9.402629943,30.50731988,25.34310251,36.21341586,3.314047797,10.86312338,1.077847961,0.668637606,1.733127936,0.312167611,28.96211916,68.41483216,27,2132.493447,27,21250.6749851511
"152",1527,15,27,"","NO","Concentrados 1",2.541660263,2.257968459,2.85995226,0.182596646,7.184148434,9.63362289,8.762121941,10.58175204,0.552611618,5.736280358,1741.584821,1533.220203,1949.94944,126.6681378,7.273153521,103714,93311.52008,114116.4799,6323.831593,6.097375082,7.584934643,6.504063371,8.828468257,0.704662599,9.290292294,1.497688572,1.15171107,1.945553142,0.238719302,15.93918162,90.91737679,27,0,27,11204.613378713
"153",1528,15,28,"","NO","Concentrados 2",2.703246829,2.482567072,2.942951195,0.139787393,5.171092466,6.720430722,6.386033773,7.071015345,0.208140996,3.09713774,565.8369087,517.6627421,614.0110753,29.2858356,5.175667255,111144,101365.6722,120922.3278,5944.399697,5.348376608,9.37770658,7.961616639,11.01552373,0.925835805,9.872731642,1.009847095,0.810137723,1.258162931,0.135131998,13.38143157,89.61244633,99,16465.76541,99,31282.8604749705
"154",1529,15,29,"","NO","Altamente concentrado 1",2.123741815,1.791401942,2.516157547,0.219330534,10.3275517,13.48292382,12.87230763,14.11781201,0.378526954,2.807454521,19355.38045,16053.70337,22657.05753,2007.141566,10.36994117,93772,77886.86206,109657.1379,9656.825864,10.29819761,12.31241801,10.393782,14.52780251,1.253893327,10.18397301,2.019878819,1.505835288,2.704581707,0.359637725,17.80491589,85.66770317,22,5911.582807,22,10555.4141161636
"155",1530,15,30,"","NO","Altamente concentrado 2",2.473015161,2.187177519,2.795140837,0.184379479,7.455655032,6.367624063,5.618692917,7.208757613,0.482398435,7.575799542,7252.485915,6360.746762,8144.225068,542.1022939,7.474710055,101584,89320.49819,113847.5018,7455.176148,7.338927535,12.2134182,10.69949861,13.90818648,0.974016281,7.974968718,2.039857914,1.525554076,2.722752929,0.359277923,17.61288962,85.74672389,22,7328.299782,22,11762.7055053747
"156",1531,15,31,"","NO","Altamente concentrado 1",2.019396566,1.724304972,2.363774442,0.193634241,9.588717957,11.73047979,11.16096479,12.32502392,0.35375445,3.015686115,19736.66112,16626.96055,22846.36169,1890.436018,9.578296989,85621,72180.13587,99061.86413,8170.913268,9.543118239,11.1581195,9.325330519,13.29829379,1.204377473,10.79373163,0.974327913,0.692974715,1.368338743,0.201529614,20.68396188,87.86755259,55,7538.855553,76,13593.0140492759
"157",1532,15,32,"","NO","Altamente concentrado 2",2.447285603,2.110827936,2.835819652,0.219648231,8.975177662,7.267320784,6.626241945,7.965132198,0.406568903,5.594481312,8525.437171,7246.0442,9804.830143,777.7631637,9.122853739,99446,83494.82536,115397.1746,9696.970619,9.75099111,14.05175221,12.00838365,16.37810519,1.326235483,9.438221394,3.429196001,2.474594339,4.73416979,0.676599604,19.73056085,82.51905179,22,10687.2405,22,16498.9263482376
"158",1533,15,33,"","NO","Concentrados 1",2.292315208,2.04815883,2.564814809,0.156741905,6.837711696,7.000277575,6.577937558,7.447572437,0.2642128,3.774318913,1419.12943,1258.185684,1580.073176,97.84024134,6.894384633,95424,84361.28151,106486.7185,6725.201031,7.047703965,14.86885259,12.95436562,17.01098275,1.231781394,8.284306988,3.43734757,2.081428373,5.625813656,1.040352392,30.26613897,81.69379984,55,0,88,14727.9862961262
"159",1534,15,34,"","NO","Concentrados 1",2.574092479,1.991690459,3.321027361,0.40015411,15.5454442,9.817511592,8.202013015,11.71061282,1.063234552,10.8299801,2197.3072,1623.34446,2771.26994,348.9210012,15.879482,107987,76812.35993,139161.6401,18951.55533,17.5498489,10.42468633,8.313890928,12.99542866,1.416560249,13.58851675,1.354743643,0.847955995,2.157825322,0.384809951,28.40463234,88.22057003,113,0,113,13088.4205249955
"160",1535,15,35,"","NO","Concentracion Media",2.545718923,2.396367842,2.704120268,0.093492807,3.672550266,8.867458887,8.605936501,9.136134127,0.161142864,1.81723836,264.5549474,249.0254448,280.0844501,9.44062954,3.568494799,99356,93513.45772,105198.5423,3551.773592,3.574795273,12.81731462,11.44682466,14.32534468,0.874155558,6.820114695,0.957555491,0.781151219,1.173325346,0.118417908,12.3666888,86.22512989,35,0,35,8850.33559828955
"161",1536,15,36,"","NO","Dispersos 2",2.449299489,2.311403968,2.595203136,0.086219617,3.520174549,11.05141961,10.7775758,11.33133775,0.168311185,1.522982484,68.95151091,65.09619676,72.80682506,2.34370627,3.399064414,99096,93592.00967,104599.9903,3345.962523,3.376485956,12.38968632,10.82723151,14.14185779,1.006151048,8.120875885,0.647694857,0.524768675,0.79918495,0.08281517,12.78613975,86.96261882,144,0,144,38883.0454080687
"162",1537,15,37,"","NO","Concentrados 2",2.446167463,2.255067685,2.653021941,0.120841577,4.940036967,7.690112532,7.211166523,8.198058333,0.299835088,3.898968801,1177.504253,1082.380377,1272.628129,57.82730428,4.91100598,101729,93365.5091,110092.4909,5084.298013,4.997884589,12.68435461,11.41291926,14.07492747,0.80848777,6.373897566,2.52995131,1.841603937,3.466500206,0.486604272,19.2337406,84.78569408,41,15567.40773,68,28795.0065486705
"163",1538,15,38,"","NO","Concentrados 2",2.258381844,2.063432171,2.471285276,0.123817713,5.482585395,9.293228805,8.266577791,10.43288172,0.657574283,7.075843034,633.8078626,576.6943316,690.9213936,34.7202162,5.478034946,91416,82853.65245,99978.34755,5205.186108,5.693955225,16.4930603,14.39727913,18.82682321,1.345395956,8.157345763,1.550695064,1.119428059,2.144507109,0.306502279,19.76547721,81.95624464,76,0,76,3506.30368133265
"164",1539,15,39,"","NO","Altamente concentrado 2",2.433732025,2.180036856,2.716130445,0.162654631,6.683341833,7.45196884,6.779552913,8.185221042,0.426831885,5.727773341,8902.760439,7923.434996,9882.085882,595.3473808,6.687222293,100183,89602.34445,110763.6556,6432.147368,6.420398039,19.50792333,15.96556208,23.61537529,2.323943624,11.91281914,1.5011562,1.152727494,1.952821915,0.240571833,16.02576957,78.99092047,22,8679.619487,22,15259.7291495295
"165",1540,15,40,"","NO","Concentracion Media",2.871968484,2.515764574,3.276911508,0.230763427,8.03502644,6.528243526,6.083451331,7.003131735,0.279376729,4.279508377,465.3462898,402.6882143,528.0043653,38.09083224,8.185481021,107254,92931.48939,121576.5106,8706.880067,8.118000323,29.82062925,26.04563634,33.89201649,2.388557252,8.00974799,1.919110008,1.446041482,2.542948322,0.329369917,17.16263872,68.26026074,144,0,113,23389.5243995913
"166",1541,15,41,"","NO","Concentrados 1",2.754681235,2.287961133,3.313378948,0.310109865,11.25755898,6.091940877,5.241789861,7.069688301,0.554065788,9.095061804,2973.672376,2410.329095,3537.015657,342.4652646,11.51657686,122478,98400.13915,146555.8608,14637.31132,11.95097187,9.335369587,7.668793241,11.31972221,1.105555255,11.84265117,1.397120989,1.0803063,1.805150458,0.218056767,15.60757937,89.26750942,41,13659.45636,41,25804.3044564141
"167",1601,16,1,"","NO","Dispersos 2",7.939912806,7.64455484,8.24566349,0.182682578,2.3008134,9.155144326,8.641666291,9.695894577,0.320333232,3.498942456,33.62213698,32.38334273,34.86093123,0.753081543,2.239838425,95631,92419.75792,98842.24208,1952.162066,2.041348586,19.32896157,17.81583599,20.93785849,0.948860585,4.909009628,0.221426746,0.173272082,0.282926318,0.033001616,14.90407833,80.44961168,110,0,110,22483.1588029812
"168",1602,16,2,"","NO","Dispersos 1",8.776934133,8.49756068,9.064582624,0.172331851,1.963462962,13.12553433,12.79270155,13.46568943,0.204550321,1.558415194,97.39968353,94.45982297,100.3395441,1.787185187,1.834898351,106616,103445.7778,109786.2222,1927.225456,1.80763249,21.08078017,20.15762227,22.03454824,0.570505168,2.706281093,0.031811042,0.019138513,0.052870226,0.009825379,30.88669224,78.88740879,49,0,49,60188.705067748
"169",1603,16,3,"","NO","Muy dispersos 1",8.230567932,7.701722496,8.792267788,0.33132222,4.0255086,11.58965144,11.21941542,11.97045777,0.228265257,1.969561018,44.73913883,41.60712363,47.87115402,1.903998856,4.255778958,95583,89105.70042,102060.2996,3937.647244,4.119610437,24.19937031,20.56047886,28.25323678,2.340016353,9.66974067,0.092227452,0.06778049,0.125480834,0.017265316,18.72036555,75.70840224,49,0,49,66743.4375738497
"170",1604,16,4,"","NO","Concentracion Media",8.327634748,8.053351009,8.610385332,0.169294399,2.032922964,12.13296733,11.7859876,12.48871597,0.21358561,1.760374066,96.06636633,93.03865393,99.09407873,1.840591629,1.915958415,100272,97262.88334,103281.1167,1829.287002,1.824324838,27.77189885,26.52840884,29.05062935,0.766750636,2.760886608,0.043218834,0.028768177,0.064923543,0.01069261,24.74062694,72.18488232,84,5346.541072,60,42146.821041651
"171",1605,16,5,"","NO","Concentracion Media",8.510425739,8.098071987,8.941733603,0.256370475,3.012428323,11.68987948,11.0856421,12.32248724,0.375862836,3.215284096,207.5693982,196.966451,218.1723455,6.445690139,3.105318122,103513,98496.86052,108529.1395,3049.386177,2.945896821,16.72450648,15.29467033,18.25919818,0.900811891,5.386179212,0.036395512,0.022868271,0.057919867,0.010280803,28.24744703,83.23909801,60,4382.323914,60,31123.6123114876
"172",1606,16,6,"","NO","Dispersos 1",8.488809287,8.118697222,8.874164281,0.229581582,2.70452044,10.5314685,10.19213218,10.88073386,0.209285392,1.987238458,93.66586467,89.44166759,97.89006176,2.567952555,2.741609832,95540,91457.3052,99622.6948,2481.931198,2.597792754,20.7268345,19.39129492,22.12910531,0.832164541,4.01491381,0.034689478,0.019722588,0.061007369,0.011906968,34.32443578,79.23847602,115,0,21,34689.8412627369
"173",1607,16,7,"","NO","Concentracion Media",8.72922961,8.429109937,9.038980289,0.18535104,2.12333789,12.27644938,11.9349919,12.62627525,0.210107983,1.711471912,114.4103055,110.5710041,118.2496069,2.333968717,2.039998676,100804,97392.24096,104215.759,2074.059321,2.057516885,59.94042815,58.31524564,61.5440328,0.98174005,1.637859589,0.064469538,0.047983037,0.08661573,0.011574169,17.95292732,39.99510231,60,0,60,30519.9609919672
"174",1608,16,8,"","NO","Concentrados 2",9.039908858,8.091187713,10.08766149,0.60609145,6.704619037,9.364141765,8.664578157,10.11393254,0.440279999,4.701765629,562.9164297,497.9769542,627.8559052,39.47767791,7.013061945,110642,97846.05789,123437.9421,7778.844495,7.030643422,20.64440005,18.58030593,22.8733773,1.304849698,6.320598782,0.061288704,0.034738132,0.108110097,0.021150618,34.50981533,79.29431125,49,14057.54899,49,38939.1631390882
"175",1609,16,9,"","NO","Concentrados 2",7.304397825,6.589486523,8.090154202,0.455587109,6.237161778,10.13175341,8.948555695,11.45171973,0.759774664,7.49894548,329.8322052,293.7196759,365.9447344,21.95334638,6.655913532,86678,76591.77537,96764.22463,6131.566727,7.073959629,35.57819798,32.46582344,38.81744536,1.932946675,5.43295272,0.105713296,0.05836371,0.191403307,0.03816563,36.10296133,64.31608872,84,0,6,1335.83202710158
