"","ï..CVE_FED","CVE_ENT","distrito","MI","Indigena","Complejidad","IND_002","IND_002_LI","IND_002_LS","IND_002_EE","IND_002_CV","IND_824","IND_824_LI","IND_824_LS","IND_824_EE","IND_824_CV","IND_047","IND_047_LI","IND_047_LS","IND_047_EE","IND_047_CV","IND_055","IND_055_LI","IND_055_LS","IND_055_EE","IND_055_CV","IND_141","IND_141_LI","IND_141_LS","IND_141_EE","IND_141_CV","IND_128","IND_128_LI","IND_128_LS","IND_128_EE","IND_128_CV","Ethnic","ANP_Cercana","dist_min","c_ANPCercana","c_distmin"
"54",908,9,8,"","NO","Altamente concentrado 1",3.445116656,2.822092785,4.199739206,0.41629907,12.0837438,16.49786173,15.35371883,17.70942706,0.715727984,4.338307568,20763.89972,16602.35351,24925.44593,2529.314143,12.18130591,94067,75900.5341,112233.4659,11041.25649,11.73765135,7.32999629,5.405938983,9.867421404,1.341868735,18.30654045,1.738929499,1.122641467,2.684351747,0.460930765,26.50658152,90.93107421,41,3382.898085,41,6311.81426697701
"55",909,9,9,"","NO","Altamente concentrado 2",4.065535457,3.731709284,4.427851053,0.211336878,5.198254466,9.995283943,9.302785323,10.73323166,0.434489644,4.346946485,4201.866918,3843.855703,4559.878134,217.5928812,5.178481029,94771,87101.98441,102440.0156,4661.091958,4.918268203,14.63053413,12.96196835,16.47323837,1.066168528,7.287283693,3.563519227,2.721310918,4.65390958,0.58133831,16.31360106,81.80594664,22,1907.493202,22,11596.9310323605
"56",910,9,10,"","NO","Altamente concentrado 2",4.086256075,3.430753544,4.860699226,0.432727459,10.58982725,17.01272367,15.59574706,18.5301779,0.891503084,5.240213748,7719.319486,6330.187669,9108.451303,844.2897356,10.93735966,128042,104108.8678,151975.1322,14546.13423,11.36043972,5.014282226,4.196622572,5.981306407,0.540112242,10.7714767,1.437003175,1.034323329,1.993295651,0.286562841,19.94169854,93.5487146,68,2846.314246,68,7263.8886659972
"57",911,9,11,"","NO","Altamente concentrado 1",3.557779409,3.144514851,4.023100825,0.266418937,7.488348947,16.56130045,15.45058236,17.73511741,0.694115187,4.1911877,11003.01451,9651.223575,12354.80545,821.594609,7.466995596,94577,83116.17751,106037.8225,6965.685092,7.365094148,5.982553119,5.073729178,7.042092073,0.596167472,9.965101181,1.386989215,1.033775737,1.858619799,0.24730448,17.83031021,92.63045767,41,4638.451032,41,8898.87777213504
"58",912,9,12,"","NO","Altamente concentrado 1",3.758998136,3.179383027,4.439434526,0.381420587,10.14686822,15.4101989,14.36602894,16.51562545,0.653082435,4.237988356,14637.92543,12165.64571,17110.20515,1502.607863,10.26516954,125493,104175.0091,146810.9909,12956.69761,10.32463772,8.810685693,7.368312943,10.50339264,0.949630022,10.7781625,2.771646403,2.13942168,3.583858999,0.434669416,15.68271536,88.4176679,37,4754.245326,37,7875.44771552186
"59",913,9,13,"","NO","Altamente concentrado 1",4.376759585,4.056716864,4.720808785,0.201653481,4.607369371,14.89440192,13.79224564,16.06821674,0.691425563,4.642184137,16873.41266,15608.80917,18138.01614,768.6036186,4.555116586,110174,101575.183,118772.817,5226.208779,4.743595385,6.836720055,5.731046721,8.137294292,0.728583034,10.65690899,1.739217314,1.283904175,2.352151552,0.320072242,18.40323457,91.42406263,22,2634.967451,22,6515.63066236791
"60",914,9,14,"","NO","Altamente concentrado 2",3.898996855,3.319753922,4.574526078,0.379947687,9.744754905,13.10987007,12.32499546,13.93678159,0.4896784,3.73518881,10161.64498,8503.470433,11819.81953,1007.809147,9.917775601,100330,83453.27878,117206.7212,10257.3725,10.2236345,11.54403603,9.816302547,13.53023899,1.126246547,9.756090022,1.911784159,1.469934641,2.483102624,0.304666432,15.93623582,86.54417981,44,0,44,2754.74377382994
"61",915,9,15,"","NO","Altamente concentrado 1",4.68025833,4.274128191,5.12291395,0.257654534,5.505134874,19.24842363,18.21135273,20.32987232,0.643765868,3.344512154,15651.84527,14220.22866,17083.46189,870.1112421,5.559160769,159700,145940.3256,173459.6744,8362.886575,5.236622777,9.371705924,7.71986964,11.33357968,1.094169286,11.67524136,3.000364145,2.146115113,4.180116851,0.608207458,20.27112138,87.62792993,37,235.0213191,37,3184.13354787973
"62",916,9,16,"","NO","Altamente concentrado 1",4.239272455,3.734853304,4.808414242,0.325531289,7.678942382,14.66941384,13.67238817,15.72590072,0.623870432,4.252865445,15508.31726,13551.9422,17464.69233,1189.050143,7.667177058,108280,94398.19458,122161.8054,8437.115673,7.791942808,7.925710024,6.824964957,9.186482215,0.715898979,9.032616342,1.647508768,1.245202946,2.176928159,0.279738806,16.97950333,90.42678121,37,1809.484043,37,4915.37333896871
"63",917,9,17,"","NO","Concentrados 1",4.435378302,3.896709489,5.044602273,0.348045008,7.847019664,10.45740894,9.663001727,11.30894954,0.499907483,4.780414402,3190.052844,2774.213539,3605.89215,252.7397708,7.922745583,107801,93490.42391,122111.5761,8697.7149,8.068306324,9.904038668,8.482139057,11.53425666,0.92542966,9.343962505,2.32016098,1.778234853,3.022160252,0.374039718,16.12128302,87.77580035,48,0,34,2184.74793180206
"64",918,9,18,"","NO","Altamente concentrado 1",4.521153587,3.819469962,5.344581942,0.461702502,10.21205083,14.63472098,13.67778,15.64647734,0.598114971,4.086958488,13926.59897,11543.05424,16310.14371,1448.676306,10.40222605,112576,94012.66115,131139.3388,11282.46884,10.02209071,9.078531642,7.619386187,10.78448887,0.958906699,10.56235453,1.786839142,1.381025926,2.309108083,0.279178278,15.62414159,89.13462922,22,0,22,2844.93361934959
"65",919,9,19,"","NO","Altamente concentrado 1",3.675398067,3.082803543,4.376760335,0.391520226,10.65245775,13.6368351,12.6783129,14.65566216,0.600692318,4.404924702,15412.36245,12695.936,18128.7889,1650.995925,10.71215351,90137,74380.21424,105893.7858,9576.695542,10.62459982,7.330778899,5.651741744,9.458622502,1.148139683,15.66190576,2.024124761,1.315351687,3.102809746,0.528223742,26.09640239,90.64509634,22,0,22,3933.08046020474
"66",920,9,20,"","NO","Altamente concentrado 1",3.991196877,3.354933855,4.742206213,0.419828726,10.51886787,12.47889516,11.42819596,13.61134965,0.663061473,5.313462963,14769.24033,12190.57673,17347.90393,1567.266102,10.6116907,98451,81390.82306,115511.1769,10368.87364,10.53201454,4.791255222,3.657028813,6.254424649,0.781805551,16.31734305,0.684906493,0.45656252,1.026276398,0.168615886,24.61881846,94.52383829,22,1837.847685,22,7148.01503540792
"67",921,9,21,"","NO","Concentrados 1",4.472502742,3.678250479,5.428593728,0.52919036,11.83208575,9.632803275,8.9208041,10.39514364,0.447783494,4.648527338,1139.276605,909.8647418,1368.688469,139.4324708,12.23868463,99784,80181.76977,119386.2302,11913.88864,11.93967834,15.98823727,13.49946245,18.83593194,1.619661724,10.1303333,1.824827583,1.331763244,2.495823614,0.348425467,19.09361029,82.18693515,42,0,30,16345.3570347271
"68",922,9,22,"","NO","Altamente concentrado 1",4.190946772,3.653864662,4.803039062,0.348326183,8.311396004,9.21327212,8.54412373,9.929136527,0.420654132,4.565740883,18284.37611,15782.91367,20785.83855,1520.344605,8.314993064,96358,82877.7383,109838.2617,8193.064507,8.502734082,11.11494585,9.590867838,12.8467997,0.98764017,8.885694839,1.202591927,0.811957227,1.777793528,0.286490407,23.8227449,87.68246222,22,2915.556894,22,9111.96102014461
"69",923,9,23,"","NO","Altamente concentrado 1",4.177155452,3.532296984,4.93371877,0.424245803,10.15633265,16.74773048,15.75427703,17.79060102,0.618731125,3.694417737,10043.68428,8327.278834,11760.08972,1043.200854,10.38663527,114190,94818.28242,133561.7176,11773.78713,10.31069895,8.961846322,7.843795384,10.22158745,0.721293271,8.048489622,2.485599094,1.749836985,3.519647885,0.528137066,21.24787811,88.55255458,37,0,37,3085.75367179303
"70",924,9,24,"","NO","Altamente concentrado 2",4.355007421,3.767081327,5.029894822,0.382664935,8.78678031,17.44402793,16.237033,18.72069319,0.754635554,4.326039585,6800.248209,5808.651217,7791.845201,602.6751037,8.862545678,113193,96533.59297,129852.407,10125.29278,8.945158075,9.330909765,8.060530567,10.77803547,0.824091703,8.831847304,2.454120409,1.772173413,3.389431278,0.483817542,19.71449894,88.21496983,22,77.39925702,22,5472.88269718368
"71",1001,10,1,"","NO","Muy dispersos 2",24.78985658,23.20746903,26.44298567,0.983526628,3.967455901,8.614922724,8.256903293,8.986945214,0.221841836,2.575087944,8.439259676,7.882608695,8.995910656,0.338369086,4.009464093,105735,98510.0295,112959.9705,4391.812379,4.153603234,13.80893377,12.78250518,14.90369986,0.644457489,4.666960532,0.012413765,0.005859313,0.026298348,0.005665056,45.6352745,86.17865247,15,0,75,133716.211055355
"72",1002,10,2,"","NO","Muy dispersos 1",24.85915405,23.49075727,26.27988324,0.847802349,3.41042317,10.56790542,9.834275163,11.34937522,0.460275686,4.355410721,11.72171955,10.92672187,12.51671723,0.483251889,4.122704753,117652,109828.1449,125475.8551,4755.85386,4.042306004,6.858742323,5.916236783,7.938727334,0.613131692,8.939418668,0.011920673,0.005581567,0.025457403,0.005498229,46.12348383,93.129337,72,0,72,127570.069421768
"73",1003,10,3,"","NO","Muy dispersos 1",23.97538344,23.18838009,24.78048016,0.483905992,2.018345163,11.85284841,11.52274433,12.19110628,0.203124263,1.713716872,13.28999516,12.9886383,13.59135202,0.183184524,1.378364111,109627,107229.2796,112024.7204,1457.492189,1.329501117,4.886275311,4.53661595,5.261399315,0.220124886,4.50496281,0.007843902,0.004609212,0.013348355,0.002535024,32.31840721,95.10588079,15,0,91,109827.83673267
"74",1004,10,4,"","NO","Concentrados 2",26.37560593,24.41840181,28.43067544,1.219820796,4.624806722,9.593217336,8.68945771,10.58008245,0.574079366,5.984221414,196.320586,178.7231695,213.9180024,10.69686738,5.448673316,122975,111902.6434,134047.3566,6730.50675,5.47306912,6.236023395,5.231334716,7.418560153,0.662284122,10.62029566,0.011019236,0.003729529,0.032552703,0.007256271,65.85094687,93.75295737,15,0,91,80845.0518254339
"75",1101,11,1,"","NO","Dispersos 2",6.153585174,5.838876344,6.484088392,0.196039675,3.185779832,9.194055706,8.804638775,9.598883139,0.241357859,2.625151145,53.10917837,50.49332173,55.72503501,1.590131061,2.994079573,82805,78977.41916,86632.58084,2326.715877,2.809873651,14.98316265,13.60357007,16.4759841,0.872609474,5.8239338,0.011382218,0.005610472,0.023090246,0.004894492,43.00121389,85.00545513,114,0,94,34896.0666585532
"76",1102,11,2,"","NO","Dispersos 1",6.932633967,6.354864737,7.558692622,0.365568084,5.273148498,9.346400075,8.679977901,10.05835249,0.418717612,4.479988108,141.4610508,128.9980517,153.92405,7.576027605,5.355557279,96158,88100.41657,104215.5834,4898.056526,5.093758736,9.635448752,8.139917087,11.37173658,0.979617433,10.16680653,0.012813752,0.006614858,0.024820291,0.005150076,40.19178631,90.3517375,94,14721.61353,24,42823.2817407552
"77",1103,11,3,"","NO","Concentrados 1",6.451517568,5.596958363,7.426289219,0.554661329,8.59737765,7.854871297,6.915184012,8.910027778,0.605235507,7.705225006,1231.911346,1055.902388,1407.920304,106.9926031,8.685089511,95787,82165.32253,109408.6775,8280.366793,8.644562198,7.791320558,6.441354256,9.395797047,0.894425205,11.4797639,0.070435402,0.032808296,0.151150952,0.032705408,46.43319601,92.13824404,181,74912.61597,181,99877.1484839751
"78",1104,11,4,"","NO","Dispersos 1",6.128062754,5.840431781,6.428891887,0.178806008,2.917822727,9.65998266,9.278292487,10.05563438,0.236228722,2.445436293,59.63275702,57.01964925,62.24586479,1.588460073,2.663737436,86688,83060.49326,90315.50674,2205.094522,2.543713689,9.424142151,8.474942797,10.46749396,0.604949655,6.419148239,0.023138017,0.013051429,0.041016664,0.008052984,34.8041229,90.55271983,181,0,181,51684.7423788232
"79",1105,11,5,"","NO","Altamente concentrado 2",6.471573338,5.636723222,7.420349115,0.540876872,8.357733799,8.508942124,7.666187458,9.43487529,0.536962803,6.310570638,3548.738126,3057.449524,4040.026727,298.6452899,8.415534743,90426,77948.48191,102903.5181,7584.853381,8.387912084,6.933016564,5.139021281,9.291937431,1.249340467,18.02015695,0.080248136,0.041801411,0.154001644,0.031808106,39.6371896,92.9867353,181,99299.79954,181,115946.04531482
"80",1106,11,6,"","NO","Concentrados 2",7.121335871,6.056571076,8.356638555,0.696981297,9.787226859,7.254234035,6.189759195,8.485212327,0.695683574,9.590034882,905.5311753,754.7122228,1056.350128,91.6800628,10.12445129,102351,85482.32028,119219.6797,10254.15964,10.01862184,8.504294008,6.356535271,11.29024807,1.486582486,17.48037503,0.058292952,0.023668423,0.143496992,0.031932801,54.77986583,91.43741304,181,72053.08814,181,95747.8387151363
"81",1107,11,7,"","NO","Dispersos 1",6.617635377,6.317169262,6.931335318,0.186621817,2.820067998,10.12791223,9.674247421,10.60035455,0.281426669,2.778723423,125.8486213,120.5602328,131.1370099,3.214713996,2.554429251,95054,91263.6847,98844.3153,2304.062844,2.423951484,13.05608261,11.91788861,14.28534818,0.71915295,5.508183211,0.036398838,0.023582886,0.056175616,0.009602449,26.38119505,86.90751855,60,44282.13686,60,86827.4269244096
"82",1108,11,8,"","NO","Concentracion Media",7.105055506,6.683353972,7.551212119,0.263662887,3.710919459,10.17342819,9.610900899,10.76495908,0.3506602,3.446824346,316.6543847,297.6006509,335.7081184,11.58241371,3.657746196,104784,98542.86483,111025.1352,3793.871096,3.62065878,11.81634356,9.583149222,14.48656707,1.485278113,12.56969303,0.038951015,0.023215356,0.065345531,0.012251898,31.45462958,88.14470543,24,47480.94563,24,71783.0249849172
"83",1109,11,9,"","NO","Concentracion Media",6.787614007,6.057762401,7.598287302,0.467514416,6.887757845,7.984395646,7.15739696,8.897791814,0.528288536,6.616512506,374.5283712,331.3691143,417.6876282,26.23571721,7.005001283,93763,82638.15919,104887.8408,6762.585781,7.21242471,3.224060907,2.461768568,4.212205167,0.526527601,16.33119274,0.027936828,0.009770126,0.079855957,0.017839966,63.85823873,96.74800227,181,82065.38311,24,106662.076921791
"84",1110,11,10,"","NO","Concentracion Media",6.594248367,6.30978038,6.890597988,0.176492959,2.676468179,13.65160127,13.1764264,14.14112116,0.293186148,2.147631931,193.1035574,185.5733687,200.6337462,4.577463017,2.370470579,102107,98316.10441,105897.8956,2304.415591,2.256863478,7.99754408,7.089673021,9.010398323,0.582866148,7.288064216,0.014507547,0.006897492,0.030511267,0.006556647,45.19473447,91.98794837,49,37825.45303,49,65502.4973644949
"85",1111,11,11,"","NO","Concentrados 2",6.948555583,5.529827114,8.697760057,0.957087146,13.77390069,6.607809296,5.603564484,7.7772022,0.658529348,9.965925452,1187.541064,904.4264357,1470.655692,172.1001669,14.49214449,98865,73348.71469,124381.2853,15510.87977,15.68894934,11.48702138,8.051401665,16.13145922,2.43178559,21.16985343,0.023847807,0.007012865,0.081063601,0.017741315,74.39390458,88.48913081,181,98394.58628,181,117073.632066043
"86",1112,11,12,"","NO","Concentrados 1",7.212850999,6.451743799,8.056013297,0.486907688,6.750557974,9.29569392,8.379050567,10.30134065,0.583639692,6.278602728,1491.481686,1318.56001,1664.403362,105.1159013,7.047750053,113977,100862.9043,127091.0957,7971.817212,6.994233233,9.90959625,7.271469371,13.36687891,1.836512116,18.53266339,0.085027367,0.037272583,0.193848407,0.042615131,50.11931106,90.00537638,24,32210.83523,24,42553.4808540643
"87",1113,11,13,"","NO","Dispersos 1",6.740583739,6.380446274,7.119502923,0.224548982,3.331298754,11.6756891,11.22252264,12.1446512,0.280236902,2.400174414,158.4293181,150.1209901,166.7376461,5.050479515,3.187844002,96734,91908.82269,101559.1773,2933.136398,3.032166971,6.33851363,5.398867243,7.428858295,0.61508147,9.703875482,0.005829101,0.003108148,0.010931787,0.002228185,38.22519857,93.65565727,49,65642.33837,60,106308.700268052
"88",1114,11,14,"","NO","Dispersos 1",6.492261189,6.212261419,6.783968283,0.173724244,2.675866526,12.17726742,11.74566853,12.62245731,0.266465144,2.188217887,119.6936517,115.0337619,124.3535416,2.832661187,2.366592668,97542,94029.8448,101054.1552,2134.974441,2.188774519,10.47558652,9.417777305,11.63694559,0.673810514,6.432198452,0.015261712,0.008005138,0.029094382,0.005986073,39.22281454,89.50915177,24,7325.246782,36,41998.7656446675
"89",1115,11,15,"","NO","Concentrados 1",6.24248656,5.397265975,7.209982248,0.549541508,8.803246955,9.907091937,8.809082586,11.12526575,0.703069858,7.096632018,1211.541778,1030.429388,1392.654169,110.0948856,9.08717203,85994,73410.46749,98577.53251,7649.297592,8.895152676,5.373068976,3.713051719,7.715769426,1.195900564,22.25730899,0.013683073,0.005974764,0.031333099,0.006891859,50.36777079,94.61324795,24,87468.70424,24,102402.297161218
"90",1201,12,1,"","NO","Muy dispersos 1",10.0680931,9.776449698,10.36743686,0.179619899,1.784050837,13.88633546,13.6164081,14.16073661,0.165448217,1.191446207,22.27107549,21.71901916,22.82313182,0.335602349,1.506897811,90558,88626.02678,92489.97322,1174.472089,1.296928034,6.927987721,6.241600113,7.683671367,0.437769398,6.318853556,0.488009198,0.381354452,0.624305519,0.073118839,14.98308619,92.58400308,110,21768.5592,149,112824.246825017
"91",1202,12,2,"","NO","Dispersos 1",11.13040087,10.61603456,11.66643634,0.319215642,2.867961768,13.00039414,12.58097184,13.43165067,0.258549881,1.98878494,69.79338518,66.38396994,73.20280042,2.072628645,2.969663442,106530,101360.9882,111699.0118,3142.310657,2.949695538,25.51460211,24.03286636,27.05515792,0.918781483,3.601002592,2.744968406,2.400705993,3.137011461,0.22321369,8.131739858,71.74042948,46,0,90,35831.2383382277
"92",1203,12,3,"","NO","Muy dispersos 1",12.1033575,11.63592798,12.58688955,0.289016272,2.387901638,11.6274828,11.28574372,11.97817276,0.210453123,1.80996288,29.88447101,28.71152243,31.05741958,0.713050962,2.386025041,119232,114696.4793,123767.5207,2757.20305,2.31246901,19.29020068,17.98235202,20.66919769,0.816618082,4.23333119,4.209595877,3.716230765,4.765218284,0.318169507,7.558196003,76.50020344,110,0,149,46417.0939572197
"93",1204,12,4,"","NO","Concentrados 1",11.59801554,10.45034503,12.85363358,0.729854515,6.292925822,13.40672105,12.58365958,14.2748257,0.51390343,3.833177613,1513.815546,1346.91791,1680.713182,101.4592814,6.702222189,115592,102830.8279,128353.1721,7757.685418,6.711264982,18.47105936,16.56881365,20.53793826,1.206107592,6.529715316,10.38539534,8.752807883,12.28150936,1.069765941,10.30067615,71.1435453,169,0,169,7404.9474693886
"94",1205,12,5,"","SI","Dispersos 2",10.61900216,10.26877319,10.9797145,0.216073576,2.034782297,9.164543332,8.976054939,9.356582937,0.115658963,1.262026478,49.35584817,47.83357349,50.87812285,0.925410923,1.874977247,81790,79288.65971,84291.34029,1520.597864,1.859148873,85.44547383,84.74150214,86.12228571,0.419643635,0.491124475,7.319374407,6.459083862,8.284100144,0.553739771,7.565397531,7.235151763,152,19864.21599,45,69810.4673980765
"95",1206,12,6,"","SI","Dispersos 2",11.69076298,11.0984267,12.31033537,0.368287254,3.15024139,9.337293979,9.083954942,9.596952494,0.155917264,1.669833508,64.17105903,60.64644609,67.69567198,2.142658854,3.338980042,94993,89942.75079,100043.2492,3070.113329,3.231936384,72.52580714,70.47544767,74.48532755,1.219232326,1.681101354,3.666017857,2.983338907,4.497672352,0.45756107,12.4811468,23.808175,45,0,45,12607.5695405674
"96",1207,12,7,"","NO","Dispersos 1",10.98854851,10.27623747,11.74377176,0.445894197,4.057807965,8.420797779,7.912221776,8.958883379,0.318008715,3.776467784,66.76131995,61.93063897,71.59200093,2.936634896,4.398707063,92270,85854.75533,98685.24467,3899.91213,4.226630681,20.18220078,18.40329329,22.08651762,1.119459969,5.546768567,5.278774407,4.399862463,6.321647123,0.581655646,11.01876309,74.53902481,169,29697.84009,45,74443.5319771159
"97",1208,12,8,"","NO","Dispersos 1",10.60618111,10.18178667,11.04608954,0.262671384,2.476587768,10.45436472,10.24388346,10.6686567,0.129107782,1.234965355,60.9427574,58.4941913,63.3913235,1.488515736,2.442481764,91126,87821.50096,94430.49904,2008.848699,2.204473694,34.39877463,32.59935064,36.2441124,1.108276051,3.221847472,15.75986743,14.45338751,17.16075329,0.822632613,5.21979399,49.84135794,152,0,152,56334.6221869473
"98",1209,12,9,"","NO","Concentrados 2",11.19563824,10.13834535,12.34804133,0.671096027,5.994263238,9.222640746,8.657838015,9.82032764,0.353205359,3.829763823,274.6039153,246.201114,303.0067166,17.2664388,6.287761331,103066,92794.89665,113337.1034,6243.939652,6.058195382,22.1859595,19.45724767,25.17772417,1.739068385,7.838598932,8.661930885,7.3888384,10.13038225,0.831141213,9.595334158,69.15210962,169,0,169,23233.9884632103
"99",1301,13,1,"","SI","Dispersos 2",14.38846555,13.93345086,14.85577453,0.280320865,1.948233219,13.11704606,12.8276027,13.4120156,0.17762467,1.354151458,122.9467968,118.8640562,127.0295374,2.481877332,2.018659612,101266,98087.532,104444.468,1932.174617,1.908019095,82.41440013,81.17851014,83.58554626,0.731503171,0.887591452,0.024800984,0.016670409,0.03689558,0.005988809,24.14746339,17.56079889,137,1963.32435,137,56409.3771232082
"100",1302,13,2,"","SI","Dispersos 2",13.93747251,13.48966941,14.3976669,0.275965078,1.980022401,12.3112683,12.04088707,12.58685219,0.16593849,1.347858613,70.36109321,67.99706247,72.72512395,1.437082328,2.042438886,106147,102566.878,109727.122,2176.338069,2.050305773,62.99917416,61.61744513,64.35993295,0.833763963,1.32345221,0.048696857,0.036953531,0.064169656,0.008168426,16.77403031,36.95212898,114,0,66,20789.0623070419
"101",1303,13,3,"","NO","Dispersos 1",14.01213074,13.60134676,14.43324855,0.252840533,1.804440291,11.38153936,11.16109747,11.60576639,0.135151673,1.187463918,88.3206819,85.69845997,90.94290383,1.594035449,1.804826927,105299,102291.6158,108306.3842,1828.173639,1.73617379,27.78758455,26.74805937,28.85159725,0.639424757,2.30111673,0.046439976,0.033275085,0.064810023,0.009410074,20.262874,72.16597547,125,0,137,11986.381029311
"102",1304,13,4,"","NO","Dispersos 1",14.21633882,13.7143536,14.73356071,0.30976125,2.178910157,10.1522318,9.852670065,10.45984465,0.184533759,1.817666919,186.6549715,179.5232046,193.7867383,4.335364999,2.322662485,104225,100408.4003,108041.5997,2320.091664,2.226041415,29.07834056,27.61770549,30.58358503,0.901656122,3.10078259,0.053155623,0.037580885,0.075180183,0.011202922,21.07570412,70.86850382,112,0,112,23348.3659674578
"103",1305,13,5,"","NO","Concentracion Media",15.17118738,14.65245312,15.70490688,0.31987036,2.10840689,10.49494174,10.2061806,10.79089093,0.17770871,1.693279626,176.4448139,169.8871971,183.0024307,3.986342071,2.259257148,114765,110576.0667,118953.9333,2546.431346,2.218822242,22.32484025,21.26704832,23.41959514,0.654278201,2.930718399,0.101465016,0.081824609,0.125813786,0.013268254,13.07667884,77.57369473,99,0,99,19932.4575848596
"104",1306,13,6,"","NO","Concentrados 2",15.15334498,14.35512439,15.98766527,0.496130573,3.274066375,9.399566419,8.72437045,10.12122278,0.424337465,4.514436584,898.5815998,843.0634083,954.0997913,33.74922778,3.755833392,120487,113198.9265,127775.0735,4430.383008,3.677063092,16.41189739,15.11043913,17.80194295,0.817844411,4.983241072,0.13367595,0.096927158,0.184331907,0.026116984,19.53753356,83.45442666,125,0,125,26680.811823866
"105",1307,13,7,"","NO","Concentracion Media",13.12106002,12.6168487,13.64227549,0.311642686,2.375133456,9.450015598,9.119745791,9.790957484,0.203987659,2.158596005,175.6329137,168.2972882,182.9685391,4.459289587,2.538982867,105063,100975.3299,109150.6701,2484.873947,2.365127539,12.73973662,12.04049319,13.47336791,0.435418377,3.417797318,0.093321637,0.063432914,0.137274174,0.021898119,23.46521115,87.16694174,125,4164.467572,125,41480.4704490052
"106",1401,14,1,"","NO","Muy dispersos 1",4.776024465,4.625619989,4.931066573,0.092830826,1.943684059,11.30912187,11.04412792,11.57964643,0.162768449,1.439266915,23.98991051,23.37912945,24.60069156,0.371305879,1.547758501,96438,94016.94422,98859.05578,1471.807678,1.526169848,19.87290183,18.9305968,20.85004843,0.583420599,2.935759481,0.024821777,0.016489793,0.037362183,0.006171087,24.86158226,80.10227639,15,0,15,85021.5316090526
"107",1402,14,2,"","NO","Dispersos 1",4.6118399,4.421827968,4.809606025,0.117840906,2.555182062,9.719423645,9.250802048,10.20911378,0.291219843,2.996266582,49.98268214,48.0686736,51.89669069,1.163563638,2.327933572,89300,85997.90206,92602.09794,2007.410627,2.247940232,12.12633813,10.9405083,13.42132909,0.753458273,6.213403127,0.040907596,0.022314849,0.074980213,0.015070368,36.8400243,87.83275427,15,22326.73449,12,104668.551589736
"108",1403,14,3,"","NO","Dispersos 1",5.401085811,5.202590032,5.606706937,0.122813139,2.273860165,11.19691484,10.791964,11.61508236,0.250166158,2.234241859,57.05774249,55.18246442,58.93302057,1.140018619,1.998008631,111255,107720.6632,114789.3368,2148.593219,1.931232951,8.428957815,7.626580879,9.307245658,0.510314909,6.054306119,0.02006108,0.012781974,0.031484203,0.005496867,27.40065336,91.55098111,15,0,58,115895.692873947
"109",1404,14,4,"","NO","Altamente concentrado 2",4.96240199,4.351553878,5.653929052,0.394974156,7.959334144,8.899232453,8.18526117,9.668922566,0.450651223,5.063933604,6926.400902,6011.397585,7841.404219,556.2486076,8.030846257,97630,84755.73301,110504.267,7826.52145,8.016512803,7.403953844,6.201896639,8.817094203,0.792112266,10.69850357,1.405114927,1.04836738,1.880952008,0.249708037,17.77136034,91.19093123,58,8344.100485,58,24740.5839742818
"110",1405,14,5,"","NO","Dispersos 1",4.699515477,4.32821448,5.100970677,0.234674405,4.993587246,9.701656499,9.154396131,10.27793138,0.341398758,3.51897388,30.02752534,27.52124075,32.53380993,1.523619956,5.074077661,105297,96147.57931,114446.4207,5562.11374,5.282309791,18.90422032,16.75204253,21.26227439,1.370537691,7.24990329,0.23598404,0.141512691,0.393274396,0.073323842,31.07152568,80.85979564,156,0,156,69667.2943782016
"111",1406,14,6,"","NO","Concentrados 1",5.44107393,4.745103827,6.232443884,0.451011617,8.289018364,7.809897316,6.993393259,8.712800749,0.521928821,6.682915285,538.3176747,463.2123712,613.4229781,45.65799893,8.481608738,114248,97626.99983,130869.0002,10104.23463,8.844123863,9.329425573,8.00266198,10.85021096,0.863545892,9.256152856,1.440107955,1.093371853,1.894696502,0.240707168,16.71452246,89.23046647,58,680.4157381,58,23815.7236866103
"112",1407,14,7,"","NO","Altamente concentrado 2",4.951362872,4.327645693,5.659654863,0.403914648,8.157645845,6.72277345,6.075001125,7.434150207,0.412624438,6.137711479,6866.692532,5914.046445,7819.338619,579.132392,8.433935104,93610,80069.49609,107150.5039,8231.540047,8.793440922,9.831731141,8.222741746,11.71537107,1.058443507,10.76558637,0.919093984,0.692392535,1.219110256,0.15806433,17.19784182,89.24917488,58,17832.75439,58,33942.4273896142
"113",1408,14,8,"","NO","Altamente concentrado 2",4.479064556,3.899950763,5.139573364,0.375823565,8.390670864,17.32963358,16.42696199,18.27106327,0.560478562,3.234220501,6992.751471,6021.332447,7964.170495,590.5448314,8.44509967,108232,93147.00246,123316.9975,9170.468259,8.472973113,8.235076485,7.011446134,9.650092263,0.799837475,9.712568865,1.63927428,1.276603608,2.102781625,0.248709825,15.17194702,90.12564924,58,5458.684887,58,22192.8593641281
"114",1409,14,9,"","NO","Altamente concentrado 2",4.663071093,3.806895613,5.700390707,0.572409378,12.27537318,11.39361964,10.52512053,12.32391354,0.546476432,4.796337328,10300.43555,8157.842235,12443.02887,1302.524839,12.6453375,88885,70833.00276,106936.9972,10974.16604,12.34647695,7.959323146,6.236197063,10.10724391,1.169142324,14.68896667,1.13064159,0.826447402,1.545057535,0.215067149,19.02169092,90.91003526,58,13899.50988,58,28919.0149232972
