CVE_ENT,CVE_DISTRITO,MI,Indigena,Complejidad,IND_001,IND_001_LI,IND_001_LS,IND_001_EE,IND_001_CV,IND_002,IND_002_LI,IND_002_LS,IND_002_EE,IND_002_CV,IND_003,IND_003_LI,IND_003_LS,IND_003_EE,IND_003_CV,IND_004,IND_004_LI,IND_004_LS,IND_004_EE,IND_004_CV,IND_005,IND_005_LI,IND_005_LS,IND_005_EE,IND_005_CV,IND_006,IND_006_LI,IND_006_LS,IND_006_EE,IND_006_CV,IND_007,IND_007_LI,IND_007_LS,IND_007_EE,IND_007_CV,IND_818,IND_818_LI,IND_818_LS,IND_818_EE,IND_818_CV,IND_819,IND_819_LI,IND_819_LS,IND_819_EE,IND_819_CV,IND_820,IND_820_LI,IND_820_LS,IND_820_EE,IND_820_CV,IND_821,IND_821_LI,IND_821_LS,IND_821_EE,IND_821_CV,IND_822,IND_822_LI,IND_822_LS,IND_822_EE,IND_822_CV,IND_823,IND_823_LI,IND_823_LS,IND_823_EE,IND_823_CV,IND_824,IND_824_LI,IND_824_LS,IND_824_EE,IND_824_CV,IND_825,IND_825_LI,IND_825_LS,IND_825_EE,IND_825_CV,IND_800,IND_800_LI,IND_800_LS,IND_800_EE,IND_800_CV,IND_801,IND_801_LI,IND_801_LS,IND_801_EE,IND_801_CV,IND_802,IND_802_LI,IND_802_LS,IND_802_EE,IND_802_CV,IND_803,IND_803_LI,IND_803_LS,IND_803_EE,IND_803_CV,IND_804,IND_804_LI,IND_804_LS,IND_804_EE,IND_804_CV,IND_805,IND_805_LI,IND_805_LS,IND_805_EE,IND_805_CV,IND_806,IND_806_LI,IND_806_LS,IND_806_EE,IND_806_CV,IND_807,IND_807_LI,IND_807_LS,IND_807_EE,IND_807_CV,IND_808,IND_808_LI,IND_808_LS,IND_808_EE,IND_808_CV,IND_809,IND_809_LI,IND_809_LS,IND_809_EE,IND_809_CV,IND_810,IND_810_LI,IND_810_LS,IND_810_EE,IND_810_CV,IND_811,IND_811_LI,IND_811_LS,IND_811_EE,IND_811_CV,IND_047,IND_047_LI,IND_047_LS,IND_047_EE,IND_047_CV,IND_049,IND_049_LI,IND_049_LS,IND_049_EE,IND_049_CV,IND_050,IND_050_LI,IND_050_LS,IND_050_EE,IND_050_CV,IND_051,IND_051_LI,IND_051_LS,IND_051_EE,IND_051_CV,IND_048,IND_048_LI,IND_048_LS,IND_048_EE,IND_048_CV,IND_053,IND_053_LI,IND_053_LS,IND_053_EE,IND_053_CV,IND_054,IND_054_LI,IND_054_LS,IND_054_EE,IND_054_CV,IND_055,IND_055_LI,IND_055_LS,IND_055_EE,IND_055_CV,IND_138,IND_138_LI,IND_138_LS,IND_138_EE,IND_138_CV,IND_056,IND_056_LI,IND_056_LS,IND_056_EE,IND_056_CV,IND_057,IND_057_LI,IND_057_LS,IND_057_EE,IND_057_CV,IND_061,IND_061_LI,IND_061_LS,IND_061_EE,IND_061_CV,IND_062,IND_062_LI,IND_062_LS,IND_062_EE,IND_062_CV,IND_063,IND_063_LI,IND_063_LS,IND_063_EE,IND_063_CV,IND_064,IND_064_LI,IND_064_LS,IND_064_EE,IND_064_CV,IND_075,IND_075_LI,IND_075_LS,IND_075_EE,IND_075_CV,IND_076,IND_076_LI,IND_076_LS,IND_076_EE,IND_076_CV,IND_077,IND_077_LI,IND_077_LS,IND_077_EE,IND_077_CV,IND_078,IND_078_LI,IND_078_LS,IND_078_EE,IND_078_CV,IND_059,IND_059_LI,IND_059_LS,IND_059_EE,IND_059_CV,IND_060,IND_060_LI,IND_060_LS,IND_060_EE,IND_060_CV,IND_058,IND_058_LI,IND_058_LS,IND_058_EE,IND_058_CV,IND_065,IND_065_LI,IND_065_LS,IND_065_EE,IND_065_CV,IND_066,IND_066_LI,IND_066_LS,IND_066_EE,IND_066_CV,IND_067,IND_067_LI,IND_067_LS,IND_067_EE,IND_067_CV,IND_068,IND_068_LI,IND_068_LS,IND_068_EE,IND_068_CV,IND_069,IND_069_LI,IND_069_LS,IND_069_EE,IND_069_CV,IND_070,IND_070_LI,IND_070_LS,IND_070_EE,IND_070_CV,IND_071,IND_071_LI,IND_071_LS,IND_071_EE,IND_071_CV,IND_072,IND_072_LI,IND_072_LS,IND_072_EE,IND_072_CV,IND_073,IND_073_LI,IND_073_LS,IND_073_EE,IND_073_CV,IND_074,IND_074_LI,IND_074_LS,IND_074_EE,IND_074_CV,IND_079,IND_079_LI,IND_079_LS,IND_079_EE,IND_079_CV,IND_080,IND_080_LI,IND_080_LS,IND_080_EE,IND_080_CV,IND_082,IND_082_LI,IND_082_LS,IND_082_EE,IND_082_CV,IND_083,IND_083_LI,IND_083_LS,IND_083_EE,IND_083_CV,IND_085,IND_085_LI,IND_085_LS,IND_085_EE,IND_085_CV,IND_086,IND_086_LI,IND_086_LS,IND_086_EE,IND_086_CV,IND_087,IND_087_LI,IND_087_LS,IND_087_EE,IND_087_CV,IND_088,IND_088_LI,IND_088_LS,IND_088_EE,IND_088_CV,IND_089,IND_089_LI,IND_089_LS,IND_089_EE,IND_089_CV,IND_090,IND_090_LI,IND_090_LS,IND_090_EE,IND_090_CV,IND_091,IND_091_LI,IND_091_LS,IND_091_EE,IND_091_CV,IND_092,IND_092_LI,IND_092_LS,IND_092_EE,IND_092_CV,IND_093,IND_093_LI,IND_093_LS,IND_093_EE,IND_093_CV,IND_094,IND_094_LI,IND_094_LS,IND_094_EE,IND_094_CV,IND_095,IND_095_LI,IND_095_LS,IND_095_EE,IND_095_CV,IND_096,IND_096_LI,IND_096_LS,IND_096_EE,IND_096_CV,IND_097,IND_097_LI,IND_097_LS,IND_097_EE,IND_097_CV,IND_098,IND_098_LI,IND_098_LS,IND_098_EE,IND_098_CV,IND_099,IND_099_LI,IND_099_LS,IND_099_EE,IND_099_CV,IND_100,IND_100_LI,IND_100_LS,IND_100_EE,IND_100_CV,IND_139,IND_139_LI,IND_139_LS,IND_139_EE,IND_139_CV,IND_104,IND_104_LI,IND_104_LS,IND_104_EE,IND_104_CV,IND_105,IND_105_LI,IND_105_LS,IND_105_EE,IND_105_CV,IND_106,IND_106_LI,IND_106_LS,IND_106_EE,IND_106_CV,IND_107,IND_107_LI,IND_107_LS,IND_107_EE,IND_107_CV,IND_108,IND_108_LI,IND_108_LS,IND_108_EE,IND_108_CV,IND_812,IND_812_LI,IND_812_LS,IND_812_EE,IND_812_CV,IND_813,IND_813_LI,IND_813_LS,IND_813_EE,IND_813_CV,IND_814,IND_814_LI,IND_814_LS,IND_814_EE,IND_814_CV,IND_815,IND_815_LI,IND_815_LS,IND_815_EE,IND_815_CV,IND_816,IND_816_LI,IND_816_LS,IND_816_EE,IND_816_CV,IND_112,IND_112_LI,IND_112_LS,IND_112_EE,IND_112_CV,IND_113,IND_113_LI,IND_113_LS,IND_113_EE,IND_113_CV,IND_114,IND_114_LI,IND_114_LS,IND_114_EE,IND_114_CV,IND_115,IND_115_LI,IND_115_LS,IND_115_EE,IND_115_CV,IND_116,IND_116_LI,IND_116_LS,IND_116_EE,IND_116_CV,IND_117,IND_117_LI,IND_117_LS,IND_117_EE,IND_117_CV,IND_119,IND_119_LI,IND_119_LS,IND_119_EE,IND_119_CV,IND_123,IND_123_LI,IND_123_LS,IND_123_EE,IND_123_CV,IND_121,IND_121_LI,IND_121_LS,IND_121_EE,IND_121_CV,IND_122,IND_122_LI,IND_122_LS,IND_122_EE,IND_122_CV,IND_124,IND_124_LI,IND_124_LS,IND_124_EE,IND_124_CV,IND_120,IND_120_LI,IND_120_LS,IND_120_EE,IND_120_CV,IND_125,IND_125_LI,IND_125_LS,IND_125_EE,IND_125_CV,IND_141,IND_141_LI,IND_141_LS,IND_141_EE,IND_141_CV,IND_126,IND_126_LI,IND_126_LS,IND_126_EE,IND_126_CV,IND_127,IND_127_LI,IND_127_LS,IND_127_EE,IND_127_CV,IND_128,IND_128_LI,IND_128_LS,IND_128_EE,IND_128_CV
00,000,,,,119530753,118923211.9,120138294.1,369357.4103,0.309006177,100,100,100,0,0,94.4391897,94.33853439,94.53984501,0.061193863,0.064797107,26.92254571,26.88745535,26.95763606,0.021333343,0.079239696,52.84749193,52.74847868,52.94650518,0.060195563,0.113904295,48.57003871,48.54341537,48.59666285,0.016186027,0.033325127,51.42996129,51.40333715,51.45658463,0.016186027,0.03147198,18.00651921,17.96872115,18.04437929,0.022998353,0.12772237,18.40574785,18.37134264,18.44020293,0.020931964,0.113725147,16.6638388,16.62890788,16.69882841,0.021254251,0.127547146,14.67420606,14.63891345,14.7095691,0.021477707,0.146363675,12.56842831,12.53685506,12.60006963,0.019215787,0.152889337,9.204382742,9.174164615,9.234690282,0.01839841,0.199887493,10.40428567,10.35980048,10.44893961,0.027096228,0.260433329,0.072591361,0.067925954,0.077576956,0.002931535,4.038408048,86779193,86333157.07,87225228.93,271169.6126,0.312482294,72.59988816,72.55196509,72.64775911,0.029119215,0.040109173,41456733,41243017.97,41670448.03,129929.0436,0.313408786,47.77266481,47.74452462,47.80080642,0.017108391,0.035812093,45322460,45087584.62,45557335.38,142793.5727,0.31506139,52.22733519,52.19919358,52.25547538,0.017108391,0.032757542,80316342,79901174.94,80731509.06,252402.7385,0.31426075,67.19303609,67.1417249,67.24430624,0.031182407,0.0464072,38200727,38002588.14,38398865.86,120459.4399,0.315332847,47.56283223,47.53420921,47.59145686,0.017401989,0.036587369,42115615,41896153.82,42335076.18,133422.4382,0.316800403,52.43716777,52.40854314,52.46579079,0.017401989,0.033186363,60.96423176,60.65436778,61.27409574,0.188383242,0.309006177,97.93178497,97.90942598,97.95390982,0.013521838,0.013807405,0.839701897,0.828360733,0.851197,0.006941501,0.826662479,0.436186493,0.426632279,0.445953711,0.005872805,1.346397802,0.397326201,0.388697846,0.406145308,0.005303214,1.334725365,1.654000975,1.651176159,1.656825791,0.00171736,0.103830629,2.684226874,2.663731694,2.704722054,0.012460139,0.464198414,31949709,31783823.47,32115594.53,100850.8763,0.31565507,100,100,100,0,0,3.741215702,3.737220137,3.745211268,0.002429123,0.064928695,1.011581355,1.009606182,1.013556528,0.001200816,0.11870677,74.13596105,73.9773321,74.29395905,0.096247575,0.12982576,93.19326131,93.13511054,93.2509552,0.035213845,0.037785828,97.11320923,97.08179552,97.14429472,0.018998014,0.01956275,98.72025762,98.70143324,98.73881261,0.011362098,0.011509388,67.72219508,67.59905608,67.8450887,0.074788457,0.110434189,15.92181304,15.81277621,16.03145856,0.066474331,0.417504782,14.08672607,14.01069549,14.16310129,0.046327821,0.328875714,1.528817837,1.49755841,1.560719422,0.019198234,1.25575681,1.497810656,1.474900175,1.521071525,0.014034521,0.937002353,1.485773016,1.461651812,1.510286185,0.014783126,0.994978775,3.550928316,3.517664723,3.584494769,0.020314562,0.572091583,32.94577333,32.77774754,33.11423615,0.102285226,0.310465396,40.58111385,40.4352574,40.72713669,0.088724925,0.218636003,44.95237771,44.79881629,45.1060354,0.09338793,0.207748589,32.63947288,32.47716886,32.80219397,0.09880055,0.302702653,78.58741947,78.49172592,78.68280289,0.058083066,0.07390886,36.88950834,36.72137579,37.05795988,0.102314283,0.277353338,0.548725926,0.53695785,0.560750459,0.00723186,1.317936567,3.180859382,3.125654131,3.237007088,0.03384727,1.064092,50.37104153,50.23710752,50.50497021,0.081424376,0.16164918,44.15312586,43.98787198,44.31850934,0.100506525,0.227631733,5.827728384,5.797363162,5.858242761,0.018505954,0.317550035,53.46337184,53.3373345,53.58936497,0.076611705,0.143297556,21.66958672,21.6100188,21.72927333,0.036250674,0.167288257,18.63038113,18.50616001,18.75524417,0.075715858,0.406410675,98.2076874,98.18363849,98.23142364,0.0145252,0.014790288,92.11740968,92.07587246,92.15874771,0.025192119,0.027347837,62.99074551,62.84307978,63.13816862,0.089700516,0.14240269,97.70394711,97.66797941,97.7393729,0.021701204,0.022211185,93.31254477,93.24451244,93.37994061,0.041166571,0.044116867,44.04588221,43.91624914,44.17559652,0.078835886,0.178985826,1.911827196,1.858773449,1.966364881,0.032701362,1.710476875,3.038958698,2.975556811,3.103668311,0.038940459,1.281375062,4.675254191,4.590715358,4.761272131,0.051843054,1.108882029,9.370129731,9.290306477,9.450567379,0.048715319,0.519900156,50.2560544,50.19635212,50.31575595,0.036296074,0.072222292,65.35955966,65.29821742,65.42085088,0.037277807,0.057034973,34.64044034,34.57914912,34.70178258,0.037277807,0.107613548,95.94175494,95.91082847,95.97245733,0.018733624,0.019526038,95.21860952,95.1810176,95.25592282,0.022769302,0.02391266,97.30618521,97.26879876,97.34307388,0.022577306,0.023202334,49.37372593,49.31417276,49.43328088,0.036206184,0.073330872,32.03161604,31.95320534,32.11012837,0.047701071,0.148918716,46.68454391,46.60768702,46.76141654,0.046730323,0.10009806,6.249331645,6.198984635,6.3000601,0.0307244,0.491642978,3.459638846,3.436599302,3.482827281,0.014052167,0.406174387,11.57486956,11.49534758,11.65486921,0.048490767,0.418931435,11.07874809,11.00070019,11.15728031,0.0475966,0.429620744,16.7296804,16.64083979,16.81889961,0.054126081,0.323533263,8.426874681,8.374659638,8.47938515,0.031834047,0.377768134,18.33564561,18.27109231,18.40037563,0.039299182,0.214332143,43.76793956,43.65797438,43.87796602,0.066872569,0.152788936,39.33153585,39.26652861,39.39658091,0.039532972,0.100512148,34.15424193,34.10963325,34.19887867,0.02712859,0.079429635,15.41257193,15.35354492,15.47178439,0.035942093,0.233199837,4.383837732,4.362184713,4.40559328,0.013195176,0.300995985,1.621859843,1.609039113,1.63478103,0.007824882,0.482463517,4.713087884,4.692971855,4.733285857,0.012254512,0.260010259,82.17512024,82.10402595,82.24599317,0.043154794,0.052515645,49.90494534,49.73493195,50.07496093,0.103361491,0.207116731,39.18431687,39.03089948,39.33794821,0.093336122,0.23819765,7.705800404,7.641461692,7.77063525,0.039265521,0.509557982,1.150159624,1.120847459,1.180229205,0.018048792,1.569242369,3.268807367,3.193703758,3.345616086,0.046174303,1.412573383,1.549533345,1.51448101,1.585383899,0.021551107,1.390812751,21.49649973,21.37223596,21.62128733,0.075705976,0.352178152,6.516464106,6.459017715,6.574385514,0.035068862,0.538157827,12.31724884,12.13467968,12.50217396,0.111707432,0.906918695,1.156064833,1.124846041,1.188139655,0.019237533,1.664053117
01,000,,,,1312544,1265917.816,1359170.184,28331.58042,2.158524241,1.098080592,1.059797877,1.137730278,0.023684933,2.156939402,95.18747035,94.23727956,96.13766115,0.577366718,0.606557476,24.71414787,24.43772657,24.99056917,0.167962538,0.679620995,54.90759875,53.9746454,55.84055209,0.566892684,1.032448508,48.76720323,48.51782996,49.01663789,0.151547185,0.310756359,51.23279677,50.98336211,51.48217004,0.151547185,0.295801117,19.31348587,18.94644631,19.68590894,0.224659359,1.163225328,20.07940305,19.69804517,20.46626238,0.233396006,1.162365265,17.19637589,16.84486027,17.55367842,0.215347203,1.252282485,14.15190653,13.79676365,14.51465189,0.218097481,1.541117312,12.13498367,11.80557606,12.47228281,0.20254443,1.6690952,8.459906868,8.141591088,8.789477162,0.196807573,2.326356264,8.609920886,8.197141422,9.04143931,0.256446481,2.978499852,0.054017237,0.038076847,0.076625753,0.011476997,21.24691672,922969,889351.426,956586.574,20427.12733,2.213197553,70.31909026,69.85343146,70.78056497,0.281684024,0.400579733,442943,426660.6548,459225.3452,9893.677526,2.233623181,47.99110263,47.74510121,48.2372015,0.149509248,0.311535347,480026,462385.3455,497666.6545,10719.02344,2.233008929,52.00889737,51.7627985,52.25489879,0.149509248,0.287468598,846565,815679.4803,877450.5197,18767.04266,2.216846037,64.49802826,63.99244976,65.00039054,0.306237984,0.474802087,403652,388854.6132,418449.3868,8991.36895,2.227505116,47.68115856,47.44059032,47.92183445,0.14621089,0.306642905,442913,426557.4016,459268.5984,9938.182393,2.24382269,52.31884144,52.07816555,52.55940968,0.14621089,0.279461253,233.7287717,225.4259028,242.0316405,5.045092195,2.158524241,98.84430541,98.76423175,98.91924734,0.047062653,0.047612913,0.426880927,0.380092073,0.479401714,0.030105405,7.052412655,0.414005169,0.36683023,0.467218429,0.030426561,7.349319021,0.378653973,0.333078067,0.430439211,0.029500233,7.79081574,1.696658402,1.673515236,1.719801567,0.014062511,0.828835735,2.172719143,2.029898482,2.315539803,0.086782301,3.99417942,334589,322945.8271,346232.1729,7074.769169,2.114465559,1.047236455,1.011409711,1.084318374,0.022158295,2.115882695,3.922854607,3.889479859,3.956229354,0.020279578,0.516959715,0.949041953,0.935621427,0.962462478,0.008154746,0.859260883,93.67034453,93.22090628,94.09187451,0.264461266,0.282331902,98.83411318,98.66953092,98.97854698,0.093624208,0.094728637,99.0034465,98.87973117,99.11362197,0.070904214,0.071617925,99.60568673,99.53401765,99.6663699,0.04002728,0.040185738,68.16533633,67.35096653,68.96875217,0.491543872,0.721105328,17.88231634,17.22496974,18.55912432,0.405321212,2.266603521,12.49865371,11.99158594,13.02398996,0.313621054,2.509238681,1.138661848,0.997988078,1.298904466,0.091171385,8.006888535,0.141509998,0.10021538,0.199786394,0.029662894,20.96169475,0.094838625,0.062249483,0.144464324,0.024258272,25.57847253,0.692890394,0.586358178,0.818618487,0.070247222,10.13828777,35.63508969,34.51336922,36.77279545,0.686554743,1.926625549,48.06882233,47.10672435,49.03235462,0.585109897,1.217233684,48.27794598,47.21044963,49.3470164,0.649222286,1.344759544,38.71689623,37.63063806,39.8144939,0.663590027,1.713954608,86.26425571,85.62549466,86.87898168,0.380778378,0.441409219,38.75698575,37.58283076,39.94434806,0.717592776,1.851518538,0.520266147,0.431147142,0.627690106,0.05937069,11.41159971,16.06123524,15.08473582,17.08822675,0.608586156,3.789161585,46.40241494,45.47160956,47.33573363,0.566416365,1.220661394,48.05041402,47.21792118,48.88399084,0.506224793,1.053528472,3.078416065,2.885966431,3.283265256,0.120632736,3.918662494,54.28306551,53.24772978,55.31471439,0.628072202,1.157031565,21.84514128,21.32672992,22.37257067,0.317744579,1.45453204,20.67009303,19.74624475,21.6255174,0.570948472,2.762195945,98.93948496,98.79476708,99.06699,0.082489561,0.083373752,96.32424878,96.10952564,96.52754909,0.126944284,0.131788502,59.26662106,58.0134426,60.50785804,0.757979332,1.27893124,98.46583806,98.20839308,98.68678415,0.144795311,0.147051316,93.06235948,92.33435501,93.72592347,0.422273616,0.453753395,42.64287717,41.51249206,43.78100191,0.689322372,1.616500617,1.266182222,1.018066312,1.57380573,0.167579638,13.23503326,1.845706768,1.596367007,2.133147178,0.162554359,8.807160588,2.166607502,1.888522754,2.484603218,0.180578813,8.334634368,4.276502864,3.98703525,4.585982656,0.181846882,4.252233384,53.705613,53.28788568,54.12282082,0.253672685,0.472339242,63.18551042,62.77279093,63.59630782,0.250202792,0.395981278,36.81448958,36.40369218,37.22720907,0.250202792,0.679631294,96.12108187,95.87075521,96.3568097,0.147590098,0.153546023,95.48382942,95.14282187,95.80195225,0.200110112,0.20957487,97.21481214,96.87147248,97.52143612,0.197072503,0.202718596,46.17380335,45.75560078,46.59254511,0.254283151,0.550708697,36.0529101,35.27167537,36.8415997,0.477003333,1.323064717,44.47752461,43.82735343,45.12959195,0.39566288,0.889579363,7.181240105,6.734260128,7.655452741,0.279739545,3.895421143,3.030348661,2.813977139,3.262798805,0.136250245,4.496190377,9.257976526,8.611840017,9.947315144,0.405527147,4.380300012,5.239562148,4.92184202,5.576589138,0.198821561,3.794621678,23.61218274,22.97897159,24.2573473,0.388397581,1.644903335,7.938520624,7.567598232,8.325985964,0.230352271,2.901702749,18.25063159,17.77226213,18.7389428,0.293687597,1.609191419,44.25045072,43.5103837,44.99307956,0.450499168,1.018066847,43.56913694,43.05754731,44.08209939,0.311286225,0.71446498,36.80940036,36.37219771,37.24878176,0.26632667,0.723528957,10.54510961,10.17013486,10.93222721,0.23150869,2.195412834,3.14272376,2.996824594,3.295484655,0.090708045,2.886287566,2.090249014,1.97103093,2.216514976,0.074542868,3.566219484,3.751998967,3.570710717,3.942115113,0.112799757,3.006390941,86.9013915,86.39634369,87.39042558,0.301987774,0.347506258,37.27712759,36.28561771,38.27945313,0.605833097,1.625214001,55.70492864,54.68815976,56.71693936,0.616459177,1.106651048,7.864150957,7.343306444,8.41858132,0.326516585,4.151962333,0.16561183,0.122770448,0.2233695,0.030115144,18.18417464,2.732463689,2.384440289,3.129654621,0.225789558,8.263222629,0.272834312,0.213835204,0.348055039,0.040382067,14.80094903,11.68684631,11.05036337,12.35489759,0.396238302,3.390463869,0.25100361,0.211171421,0.298326681,0.026349243,10.49755542,0,0,0,0,0,0.049750713,0.03382635,0.073166269,0.011661339,23.43954158
01,001,,NO,Dispersos 1,436796,423678.3921,449913.6079,7970.683645,1.824806923,33.27857961,31.96480796,34.61887244,0.80650735,2.423502923,97.02031114,96.17762116,97.86300112,0.512045737,0.527771691,22.62750093,22.4474149,22.80758696,0.109426107,0.483597847,62.64720894,61.899432,63.39498589,0.454373506,0.725289305,49.24381176,49.02673438,49.46091765,0.131912744,0.267876793,50.75618824,50.53908235,50.97326562,0.131912744,0.259894898,21.83765419,21.55517442,22.12279185,0.172451563,0.789698203,21.23416881,20.93902555,21.53233921,0.180258336,0.848906957,16.99351642,16.70199667,17.28906832,0.178359902,1.049576189,14.14916803,13.84317737,14.46078711,0.187634368,1.326115908,10.90806692,10.69003728,11.12998924,0.133659778,1.225329647,6.973964963,6.782590594,7.170323712,0.117788899,1.688980372,7.850117675,7.580583516,8.128392471,0.166410739,2.119850252,0.053342979,0.04058492,0.070108781,0.008859345,16.60826834,292430,283558.3006,301301.6994,5390.732058,1.843426481,66.94887316,66.63800152,67.25827133,0.188450042,0.281483516,141595,137191.3576,145998.6424,2675.794984,1.889752452,48.42013473,48.18879993,48.65153726,0.140588103,0.2903505,150835,146267.0183,155402.9817,2775.651143,1.840190369,51.57986527,51.34846274,51.81120007,0.140588103,0.272563921,265522,257395.203,273648.797,4938.105213,1.859772528,60.78856033,60.46825104,61.10794357,0.194351466,0.319717171,127962,123944.0616,131979.9384,2441.428805,1.907932672,48.19261681,47.9671201,48.41818716,0.13704241,0.284363911,137560,133365.9106,141754.0894,2548.462276,1.852618694,51.80738319,51.58181284,52.0328799,0.13704241,0.264522934,98.50174779,95.54359958,101.459896,1.797466713,1.824806923,98.55561864,98.46429937,98.64158259,0.053829732,0.054618633,0.494967903,0.449871905,0.544559679,0.02872486,5.803378304,0.593640967,0.538471685,0.654425444,0.035174195,5.925162954,0.535032372,0.482520914,0.593224447,0.033575098,6.275339522,1.882152807,1.861334151,1.902971464,0.012650067,0.672106263,2.420299885,2.274658313,2.565941457,0.088496375,3.656421893,104471,101116.9507,107825.0493,2038.029033,1.95080839,31.2236804,29.9740178,32.50126192,0.767945588,2.459497337,4.181026314,4.143967051,4.218085576,0.022518409,0.538585669,1.072572571,1.057529554,1.087615589,0.009138917,0.852055852,86.72713863,85.90726594,87.50625042,0.485676752,0.560005506,97.68776161,97.42959581,97.92055122,0.148907608,0.152432204,97.77779906,97.56324119,97.97385734,0.124590995,0.127422581,99.22127183,99.08056585,99.34058812,0.078647802,0.079265062,69.99549813,69.27112078,70.7100198,0.43718308,0.624587425,13.497955,12.89235022,14.1273937,0.375173882,2.779486834,14.61097116,14.13783498,15.09715721,0.291439593,1.994662705,1.302669515,1.150315661,1.474900837,0.098374186,7.551737751,0.097700214,0.064597493,0.147741209,0.024556961,25.13501211,0.139845404,0.105118011,0.186024174,0.024251916,17.34194682,1.008611029,0.902798577,1.126684221,0.067886839,6.730725416,21.71339355,20.28660648,23.21130887,0.888594065,4.09237765,40.73332631,39.56875551,41.90840282,0.710947564,1.745370752,37.27167364,35.78322184,38.78464566,0.912133546,2.447256741,26.85798029,25.50376335,28.25682962,0.836548536,3.11471126,80.41493855,79.70548906,81.10546645,0.425328118,0.528916798,27.27464296,26.0449702,28.53996802,0.758115834,2.779562817,0.507657973,0.411258013,0.626512182,0.064927147,12.7895454,18.34369403,17.31056994,19.42399292,0.642038326,3.500049253,40.74769399,39.60601668,41.89944931,0.696899556,1.710279744,42.12224325,41.34431612,42.90410113,0.47392449,1.12511693,3.961710764,3.769675178,4.163105847,0.119489557,3.016110069,64.19059744,63.06218806,65.30350129,0.681049593,1.060980299,18.68944582,18.31850788,19.06614173,0.227141254,1.215345049,12.96385658,11.93716551,14.06474803,0.646085536,4.983744861,98.68124077,98.52581243,98.82047798,0.089348401,0.090542437,94.46842541,94.20157225,94.72368543,0.158581188,0.167866869,57.81031364,56.5840693,59.0270027,0.742331152,1.284080825,98.50574916,98.25977,98.71741333,0.138532967,0.140634398,93.10276353,92.42039928,93.72786599,0.396801697,0.42619755,35.87474151,34.94399136,36.81625301,0.568880489,1.585741013,2.986246203,2.414470467,3.688307674,0.384477146,12.87493126,4.152463041,3.632896199,4.742679907,0.336342289,8.099826182,5.437696508,4.791135402,6.165860051,0.416801052,7.665029685,11.69039882,11.03848166,12.37546136,0.40608631,3.473673709,49.2255251,48.79731826,49.65384561,0.260233251,0.528655105,67.59289013,67.11133536,68.07074857,0.291492423,0.431247165,32.40710987,31.92925143,32.88866464,0.291492423,0.899470591,96.22390665,95.99914135,96.43651351,0.132818022,0.13803017,95.43047839,95.14447046,95.70040076,0.168816152,0.176899618,97.87879377,97.60612186,98.1210052,0.156079483,0.159462,50.63552225,50.20966318,51.06128912,0.258744014,0.510993078,33.13221647,32.55833312,33.711159,0.35025987,1.057157978,48.63005727,48.11406192,49.14634481,0.313635109,0.644940859,3.310771492,3.088485524,3.54847014,0.139653709,4.218162132,3.139260666,2.962687304,3.325996931,0.110325647,3.514383119,11.7876941,11.35141614,12.23842498,0.269456695,2.28591523,13.27562272,12.6479877,13.92943654,0.389262476,2.932159827,27.93944315,27.20623018,28.68462976,0.449182326,1.607699636,9.98847534,9.573190293,10.41969961,0.25713929,2.574359758,15.09926923,14.62597087,15.58508765,0.291379266,1.929757403,32.81385055,31.9880568,33.65041496,0.505089501,1.53925703,45.23870079,44.77361684,45.70461768,0.282861234,0.625263832,35.56629406,35.19669964,35.93761723,0.225106443,0.632920716,11.86246169,11.48184774,12.25394607,0.234556126,1.977297228,2.534024788,2.429352112,2.64308529,0.064918356,2.561867439,1.186370234,1.106507776,1.271922649,0.050217042,4.232830589,3.475366922,3.348941155,3.606387298,0.078200987,2.250150532,89.33964597,88.92323332,89.74221009,0.248785578,0.27847164,57.40354456,56.13204341,58.66533033,0.769813988,1.341056539,38.2818426,37.24166633,39.33286317,0.635425722,1.659861905,6.525605281,6.088916851,6.99128084,0.273994437,4.198758963,0.116084791,0.067327438,0.200080671,0.038414934,33.0921333,1.401473995,1.063924567,1.844120946,0.234242432,16.7140049,0.415650177,0.294362777,0.586618056,0.08708579,20.95170284,11.33755804,10.72768225,11.97745383,0.379603911,3.348198175,0.17387897,0.131443296,0.229983196,0.029553857,16.99679779,0,0,0,0,0,0.027701719,0.0184366,0.041620988,0.00685311,24.73893391
